Physics_Setting,tbin_number,t_min,t_max,phibin_number,phi_min,phi_max,avg_ratio,avg_ratio_error
Q3p85_W2p62_t0p21_loweps,2,0.236,0.27,15,336,360,0.9347890333048317,0.04930760702947732
Q3p85_W2p62_t0p21_loweps,3,0.27,0.308,1,0,24,1.0008721369800286,0.04990356739021236
Q3p85_W2p62_t0p21_loweps,3,0.27,0.308,2,24,48,0.9922216179068817,0.04915295991988584
Q3p85_W2p62_t0p21_loweps,3,0.27,0.308,3,48,72,0.8693135895257641,0.04270032038289071
Q3p85_W2p62_t0p21_loweps,3,0.27,0.308,4,72,96,0.9865331510173001,0.052153359485706166
Q3p85_W2p62_t0p21_loweps,3,0.27,0.308,5,96,120,0.9644088196088204,0.061708996443016605
Q3p85_W2p62_t0p21_loweps,3,0.27,0.308,6,120,144,0.9892923251409856,0.07601176864371251
Q3p85_W2p62_t0p21_loweps,3,0.27,0.308,7,144,168,0.8795926180880685,0.09310438654264035
Q3p85_W2p62_t0p21_loweps,3,0.27,0.308,8,168,192,0.8452907562770546,0.10167677722176767
Q3p85_W2p62_t0p21_loweps,3,0.27,0.308,9,192,216,0.9004478972902308,0.0878644978326167
Q3p85_W2p62_t0p21_loweps,3,0.27,0.308,10,216,240,0.8781984486301855,0.07047325036838743
Q3p85_W2p62_t0p21_loweps,3,0.27,0.308,11,240,264,0.9041559173371914,0.06043808799870743
Q3p85_W2p62_t0p21_loweps,3,0.27,0.308,12,264,288,0.8717990632485734,0.06583232866775098
Q3p85_W2p62_t0p21_loweps,3,0.27,0.308,13,288,312,0.8642042372930255,0.042620661244296344
Q3p85_W2p62_t0p21_loweps,3,0.27,0.308,14,312,336,0.7973826151308689,0.04351785017829725
Q3p85_W2p62_t0p21_loweps,3,0.27,0.308,15,336,360,0.9659142140185041,0.050114508560740983
Q3p85_W2p62_t0p21_loweps,4,0.308,0.354,1,0,24,1.0325736592102581,0.04962618404601053
Q3p85_W2p62_t0p21_loweps,4,0.308,0.354,2,24,48,1.1807770062834646,0.08016832170414115
Q3p85_W2p62_t0p21_loweps,4,0.308,0.354,3,48,72,0.947120414898523,0.05033599500684984
Q3p85_W2p62_t0p21_loweps,4,0.308,0.354,4,72,96,0.9543294437461041,0.0616204177207817
Q3p85_W2p62_t0p21_loweps,4,0.308,0.354,5,96,120,0.8552666557382238,0.06613041984256413
Q3p85_W2p62_t0p21_loweps,4,0.308,0.354,6,120,144,1.0011818024640808,0.1035345779143247
Q3p85_W2p62_t0p21_loweps,4,0.308,0.354,7,144,168,0.7297911164489207,0.09905174903359251
Q3p85_W2p62_t0p21_loweps,4,0.308,0.354,8,168,192,1.2380309313710014,0.1524046621376361
Q3p85_W2p62_t0p21_loweps,4,0.308,0.354,9,192,216,0.9196063627345855,0.11033572832327418
Q3p85_W2p62_t0p21_loweps,4,0.308,0.354,10,216,240,0.9949178680590016,0.08383760194271847
Q3p85_W2p62_t0p21_loweps,4,0.308,0.354,11,240,264,0.8758488633409897,0.07968859043936909
Q3p85_W2p62_t0p21_loweps,4,0.308,0.354,12,264,288,0.8800040395051774,0.053350956304492346
Q3p85_W2p62_t0p21_loweps,4,0.308,0.354,13,288,312,0.9027285960081893,0.052491181007348287
Q3p85_W2p62_t0p21_loweps,4,0.308,0.354,14,312,336,0.8728418196484508,0.04469119295749004
Q3p85_W2p62_t0p21_loweps,4,0.308,0.354,15,336,360,1.030873357565951,0.04970271782886696
Q3p85_W2p62_t0p21_loweps,5,0.354,0.5,1,0,24,1.076147333724103,0.04964712747690145
Q3p85_W2p62_t0p21_loweps,5,0.354,0.5,2,24,48,0.8822089057550571,0.04222098379764456
Q3p85_W2p62_t0p21_loweps,5,0.354,0.5,3,48,72,0.9744966653529534,0.050481732520418134
Q3p85_W2p62_t0p21_loweps,5,0.354,0.5,4,72,96,0.8027894139291286,0.06931115633003948
Q3p85_W2p62_t0p21_loweps,5,0.354,0.5,5,96,120,1.0819372267568146,0.07260917891390249
Q3p85_W2p62_t0p21_loweps,5,0.354,0.5,6,120,144,1.0602432650175548,0.11050852315326984
Q3p85_W2p62_t0p21_loweps,5,0.354,0.5,7,144,168,1.3311868714807242,0.1764655772362337
Q3p85_W2p62_t0p21_loweps,5,0.354,0.5,8,168,192,1.429535220154697,0.21908850994336748
Q3p85_W2p62_t0p21_loweps,5,0.354,0.5,9,192,216,1.3330029610542709,0.18476281362433972
Q3p85_W2p62_t0p21_loweps,5,0.354,0.5,10,216,240,1.2004439828918092,0.1265134799700511
Q3p85_W2p62_t0p21_loweps,5,0.354,0.5,11,240,264,0.9353280237815563,0.06688326742746807
Q3p85_W2p62_t0p21_loweps,5,0.354,0.5,12,264,288,0.9075171132666675,0.06573716530399457
Q3p85_W2p62_t0p21_loweps,5,0.354,0.5,13,288,312,0.8827787824177383,0.04915963421653465
Q3p85_W2p62_t0p21_loweps,5,0.354,0.5,14,312,336,0.8363320303509744,0.0414158820751404
Q3p85_W2p62_t0p21_loweps,5,0.354,0.5,15,336,360,0.9297467928896432,0.048198646411103864
