Physics_Setting,tbin_number,t_min,t_max,phibin_number,phi_min,phi_max,avg_ratio,avg_ratio_error
Q3p85_W2p62_t0p21_higheps,4,0.308,0.354,8,168,192,0.9463798438200001,0.07069182191100255
Q3p85_W2p62_t0p21_higheps,4,0.308,0.354,9,192,216,0.9198574948704439,0.061003637946026736
Q3p85_W2p62_t0p21_higheps,4,0.308,0.354,10,216,240,0.9691594463995021,0.06984080656016257
Q3p85_W2p62_t0p21_higheps,4,0.308,0.354,11,240,264,1.0272060266221712,0.06618108037788424
Q3p85_W2p62_t0p21_higheps,4,0.308,0.354,12,264,288,0.9407659199324142,0.058911564787769585
Q3p85_W2p62_t0p21_higheps,4,0.308,0.354,13,288,312,0.8122202547464092,0.053160062162421855
Q3p85_W2p62_t0p21_higheps,4,0.308,0.354,14,312,336,0.785709206439288,0.05769764720532137
Q3p85_W2p62_t0p21_higheps,4,0.308,0.354,15,336,360,0.7509453722189969,0.07173771577255006
Q3p85_W2p62_t0p21_higheps,5,0.354,0.5,1,0,24,0.6109852216005965,0.05655283319848759
Q3p85_W2p62_t0p21_higheps,5,0.354,0.5,2,24,48,0.7669798457775191,0.04478016203522259
Q3p85_W2p62_t0p21_higheps,5,0.354,0.5,3,48,72,0.8409733650062979,0.04314466811466984
Q3p85_W2p62_t0p21_higheps,5,0.354,0.5,4,72,96,0.940472764922037,0.04304209855420066
Q3p85_W2p62_t0p21_higheps,5,0.354,0.5,5,96,120,0.9501893177229842,0.04574788625871111
Q3p85_W2p62_t0p21_higheps,5,0.354,0.5,6,120,144,1.0218860867283122,0.048806425098783704
Q3p85_W2p62_t0p21_higheps,5,0.354,0.5,7,144,168,0.9266225856489145,0.05713812303062545
Q3p85_W2p62_t0p21_higheps,5,0.354,0.5,8,168,192,0.9758242060719027,0.06438025577175513
Q3p85_W2p62_t0p21_higheps,5,0.354,0.5,9,192,216,1.0922424740699685,0.060795090525224645
Q3p85_W2p62_t0p21_higheps,5,0.354,0.5,10,216,240,0.9437058606572314,0.04642663496420709
Q3p85_W2p62_t0p21_higheps,5,0.354,0.5,11,240,264,0.9828955781713479,0.047949241448540535
Q3p85_W2p62_t0p21_higheps,5,0.354,0.5,12,264,288,0.9578254750983521,0.043907221163090024
Q3p85_W2p62_t0p21_higheps,5,0.354,0.5,13,288,312,0.8292813989650162,0.04189744974319698
Q3p85_W2p62_t0p21_higheps,5,0.354,0.5,14,312,336,0.8622834103736543,0.04882274123760446
Q3p85_W2p62_t0p21_higheps,5,0.354,0.5,15,336,360,0.7370857868726859,0.0584393535993903
