Physics_Setting,tbin_number,t_min,t_max,phibin_number,phi_min,phi_max,DummySub_Counts,physics_yield,physics_yield_error,%error/yield
Q3p85_W2p62_t0p21_loweps_center,4,0.31,0.358,9,192,216,126.16666666666663,0.037725128147736105,0.0038484504318092704,10.20129187298789
Q3p85_W2p62_t0p21_loweps_center,4,0.31,0.358,10,216,240,205.8333333333334,0.06211027859101014,0.004811463388877212,7.746645962675854
Q3p85_W2p62_t0p21_loweps_center,4,0.31,0.358,11,240,264,285.0000000000001,0.08723558003765396,0.007852220348657409,9.00116712156681
Q3p85_W2p62_t0p21_loweps_center,4,0.31,0.358,12,264,288,289.99999999999994,0.08787283292961551,0.005646719866396051,6.426013226316451
Q3p85_W2p62_t0p21_loweps_center,4,0.31,0.358,13,288,312,174.66666666666666,0.053463677122492004,0.005481679351721651,10.253090783790338
Q3p85_W2p62_t0p21_loweps_center,4,0.31,0.358,14,312,336,66.50000000000003,0.019461772794823796,0.002892492575906147,14.86243111765983
Q3p85_W2p62_t0p21_loweps_center,4,0.31,0.358,15,336,360,50.000000000000014,0.015304487725904209,0.0024578950830333114,16.05996311051369
Q3p85_W2p62_t0p21_loweps_center,5,0.358,0.5,1,0,24,21.666666666666664,0.004845552919967558,0.002297077445062143,47.405889131792264
Q3p85_W2p62_t0p21_loweps_center,5,0.358,0.5,2,24,48,29.666666666666664,0.009080662717369828,0.0018430200047270973,20.29609580368733
Q3p85_W2p62_t0p21_loweps_center,5,0.358,0.5,3,48,72,78.83333333333331,0.024130075647842298,0.003324857367846523,13.778893263203798
Q3p85_W2p62_t0p21_loweps_center,5,0.358,0.5,4,72,96,183.66666666666669,0.0472865261068668,0.006081608693674897,12.861187307205771
Q3p85_W2p62_t0p21_loweps_center,5,0.358,0.5,5,96,120,323.66666666666663,0.0972846587844289,0.006226083885169397,6.399861975119479
Q3p85_W2p62_t0p21_loweps_center,5,0.358,0.5,6,120,144,180.66666666666669,0.05262062800771411,0.0049583887362326445,9.422899201251935
Q3p85_W2p62_t0p21_loweps_center,5,0.358,0.5,7,144,168,97.66666666666669,0.02900157014397075,0.0035019352072322026,12.07498487098373
Q3p85_W2p62_t0p21_loweps_center,5,0.358,0.5,8,168,192,71.50000000000001,0.021885417448043013,0.0032059776693059722,14.64892171655903
Q3p85_W2p62_t0p21_loweps_center,5,0.358,0.5,9,192,216,96.16666666666667,0.029435631392822428,0.003828265514920257,13.005549172129324
Q3p85_W2p62_t0p21_loweps_center,5,0.358,0.5,10,216,240,183.66666666666666,0.05621848491315475,0.005818827074437025,10.350380454802078
Q3p85_W2p62_t0p21_loweps_center,5,0.358,0.5,11,240,264,264.83333333333337,0.08016957410757714,0.005545201537479655,6.916840458748997
Q3p85_W2p62_t0p21_loweps_center,5,0.358,0.5,12,264,288,213.33333333333331,0.05993997234675178,0.005696203484315301,9.50318003378923
Q3p85_W2p62_t0p21_loweps_center,5,0.358,0.5,13,288,312,103.16666666666669,0.03068506379382022,0.0035400000905246444,11.53655770217945
Q3p85_W2p62_t0p21_loweps_center,5,0.358,0.5,14,312,336,37.66666666666667,0.011529380753514501,0.0020899566259370813,18.12722357443178
Q3p85_W2p62_t0p21_loweps_center,5,0.358,0.5,15,336,360,20.166666666666664,0.005279614168819233,0.0019074099586509192,36.12782861891411
Q3p85_W2p62_t0p21_loweps_left,3,0.272,0.31,1,0,24,459.99999999999983,0.14803688984617855,0.007489243803046739,5.059038872559824
Q3p85_W2p62_t0p21_loweps_left,3,0.272,0.31,2,24,48,443.9999999999999,0.14029980883437432,0.00767425138299188,5.469894397398239
Q3p85_W2p62_t0p21_loweps_left,3,0.272,0.31,3,48,72,300.1666666666667,0.0954503574983846,0.0061215772627580935,6.413362320682451
Q3p85_W2p62_t0p21_loweps_left,3,0.272,0.31,4,72,96,82.66666666666666,0.026756982363057413,0.0034601333002073553,12.931702287118373
Q3p85_W2p62_t0p21_loweps_left,3,0.272,0.31,5,96,120,8.833333333333334,0.0028591130347621818,0.000990830264753498,34.65516237751385
Q3p85_W2p62_t0p21_loweps_left,3,0.272,0.31,6,120,144,-0.16666666666666666,5.394552895777702e-05,5.40640382400401e-05,-100.21968323335162
Q3p85_W2p62_t0p21_loweps_left,3,0.272,0.31,7,144,168,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_loweps_left,3,0.272,0.31,8,168,192,1.0,0.00032367317374666215,0.0003243842294402406,100.21968323335162
Q3p85_W2p62_t0p21_loweps_left,3,0.272,0.31,9,192,216,2.0,0.0006473463474933243,0.0004597519618573485,71.02101736382929
Q3p85_W2p62_t0p21_loweps_left,3,0.272,0.31,10,216,240,4.0,0.0004419226177007307,0.0013835615015064283,313.0777756307042
Q3p85_W2p62_t0p21_loweps_left,3,0.272,0.31,11,240,264,11.666666666666666,0.003776187027044391,0.0011513960173763372,30.490969041793754
Q3p85_W2p62_t0p21_loweps_left,3,0.272,0.31,12,264,288,94.0,0.03042527833218625,0.003747231457483875,12.316178069338347
Q3p85_W2p62_t0p21_loweps_left,3,0.272,0.31,13,288,312,283.1666666666665,0.09080068362197723,0.005822815674424678,6.412744312219401
Q3p85_W2p62_t0p21_loweps_left,3,0.272,0.31,14,312,336,358.9999999999998,0.11534589929776584,0.006589215388985041,5.712570129584718
Q3p85_W2p62_t0p21_loweps_left,3,0.272,0.31,15,336,360,453.6666666666664,0.14513418966849723,0.007539335328381891,5.194734159885124
Q3p85_W2p62_t0p21_loweps_left,4,0.31,0.358,1,0,24,593.3333333333336,0.1896299012040427,0.008796399115564964,4.638719452846202
Q3p85_W2p62_t0p21_loweps_left,4,0.31,0.358,2,24,48,601.0000000000005,0.19367480734445802,0.008680310805776059,4.481899801422182
Q3p85_W2p62_t0p21_loweps_left,4,0.31,0.358,3,48,72,401.66666666666646,0.1283031846336708,0.007102551258060254,5.535756012868539
Q3p85_W2p62_t0p21_loweps_left,4,0.31,0.358,4,72,96,95.99999999999997,0.031072624679679587,0.0037982072227773253,12.223644645188987
Q3p85_W2p62_t0p21_loweps_left,4,0.31,0.358,5,96,120,4.833333333333334,0.0015644203397755336,0.0007331416314242282,46.86346839043406
Q3p85_W2p62_t0p21_loweps_left,4,0.31,0.358,6,120,144,2.0,0.0006473463474933243,0.0004597519618573485,71.02101736382929
Q3p85_W2p62_t0p21_loweps_left,4,0.31,0.358,7,144,168,1.0,0.00032367317374666215,0.0003243842294402406,100.21968323335162
Q3p85_W2p62_t0p21_loweps_left,4,0.31,0.358,8,168,192,0.8333333333333334,0.00026972764478888514,0.00032862508562939206,121.83589334589924
Q3p85_W2p62_t0p21_loweps_left,4,0.31,0.358,9,192,216,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_loweps_left,4,0.31,0.358,10,216,240,1.8333333333333335,0.0005934008185355473,0.00046258791963434733,77.95538954192331
Q3p85_W2p62_t0p21_loweps_left,4,0.31,0.358,11,240,264,10.666666666666666,0.003452513853297729,0.0011002986666595494,31.86949316969662
Q3p85_W2p62_t0p21_loweps_left,4,0.31,0.358,12,264,288,95.16666666666664,0.030802897034890694,0.003822560661908491,12.40974398472535
Q3p85_W2p62_t0p21_loweps_left,4,0.31,0.358,13,288,312,328.8333333333331,0.10330770501697902,0.006644223028417666,6.43148836509887
Q3p85_W2p62_t0p21_loweps_left,4,0.31,0.358,14,312,336,488.9999999999998,0.15671277015376028,0.007845403627678448,5.006231221604247
Q3p85_W2p62_t0p21_loweps_left,4,0.31,0.358,15,336,360,587.8333333333335,0.18600203024764994,0.008918795765351905,4.794999147846447
Q3p85_W2p62_t0p21_loweps_left,5,0.358,0.5,1,0,24,645.4999999999998,0.2055199533443268,0.009330846173039326,4.540116918675282
Q3p85_W2p62_t0p21_loweps_left,5,0.358,0.5,2,24,48,695.1666666666665,0.21477356035545703,0.010357826245015314,4.82267287829693
Q3p85_W2p62_t0p21_loweps_left,5,0.358,0.5,3,48,72,482.66666666666674,0.15039898966693524,0.00836239428945417,5.560139937092022
Q3p85_W2p62_t0p21_loweps_left,5,0.358,0.5,4,72,96,115.66666666666661,0.03658542701941134,0.003792462505149391,10.366046850122052
Q3p85_W2p62_t0p21_loweps_left,5,0.358,0.5,5,96,120,10.0,0.0032367317374666213,0.0010458124710781285,32.31075528973811
Q3p85_W2p62_t0p21_loweps_left,5,0.358,0.5,6,120,144,1.8333333333333335,0.0005934008185355473,0.00046258791963434733,77.95538954192331
Q3p85_W2p62_t0p21_loweps_left,5,0.358,0.5,7,144,168,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_loweps_left,5,0.358,0.5,8,168,192,1.0,0.00032367317374666215,0.0003243842294402406,100.21968323335162
Q3p85_W2p62_t0p21_loweps_left,5,0.358,0.5,9,192,216,2.0,0.0006473463474933243,0.0004597519618573485,71.02101736382929
Q3p85_W2p62_t0p21_loweps_left,5,0.358,0.5,10,216,240,2.666666666666667,0.0008631284633244324,0.0005686739358261781,65.88520249185956
Q3p85_W2p62_t0p21_loweps_left,5,0.358,0.5,11,240,264,8.833333333333336,0.002859113034762182,0.0010506996038459001,36.749145314336836
Q3p85_W2p62_t0p21_loweps_left,5,0.358,0.5,12,264,288,110.99999999999999,0.03606985063209382,0.003568108654144671,9.892219101594726
Q3p85_W2p62_t0p21_loweps_left,5,0.358,0.5,13,288,312,406.83333333333337,0.12571164564493234,0.007721671406833981,6.142367612180929
Q3p85_W2p62_t0p21_loweps_left,5,0.358,0.5,14,312,336,682.3333333333334,0.21061975462570812,0.010250523978877489,4.866838819128658
Q3p85_W2p62_t0p21_loweps_left,5,0.358,0.5,15,336,360,564.9999999999999,0.17775872270314855,0.008894181488072528,5.003513387596473
Q3p85_W2p62_t0p21_higheps_right,3,0.272,0.31,1,0,24,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_higheps_right,3,0.272,0.31,2,24,48,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_higheps_right,3,0.272,0.31,3,48,72,2.0,0.004312325652231692,0.003064167095178921,71.05602271927609
Q3p85_W2p62_t0p21_higheps_right,3,0.272,0.31,4,72,96,19.833333333333336,0.04276389605129761,0.010102631710965631,23.6242079038986
Q3p85_W2p62_t0p21_higheps_right,3,0.272,0.31,5,96,120,142.66666666666666,0.30219908723605954,0.028268394819286845,9.354229054042541
Q3p85_W2p62_t0p21_higheps_right,3,0.272,0.31,6,120,144,232.83333333333337,0.49661310205750503,0.03669762092475934,7.389579689444028
Q3p85_W2p62_t0p21_higheps_right,3,0.272,0.31,7,144,168,299.16666666666663,0.6342250935667217,0.04291092066849038,6.765881877547638
Q3p85_W2p62_t0p21_higheps_right,3,0.272,0.31,8,168,192,234.0000000000001,0.5045421013111083,0.04848137852079663,9.60898573078687
Q3p85_W2p62_t0p21_higheps_right,3,0.272,0.31,9,192,216,234.00000000000006,0.4991286253546402,0.03678504061298642,7.369851926815449
Q3p85_W2p62_t0p21_higheps_right,3,0.272,0.31,10,216,240,229.1666666666667,0.4778802197821441,0.03802014675473477,7.955999261084165
Q3p85_W2p62_t0p21_higheps_right,3,0.272,0.31,11,240,264,138.16666666666669,0.2979098304750064,0.032884172399366855,11.038297174327628
Q3p85_W2p62_t0p21_higheps_right,3,0.272,0.31,12,264,288,12.833333333333334,0.02767075626848669,0.008019677952769635,28.98250367628362
Q3p85_W2p62_t0p21_higheps_right,3,0.272,0.31,13,288,312,2.0,0.004312325652231692,0.003064167095178921,71.05602271927609
Q3p85_W2p62_t0p21_higheps_right,3,0.272,0.31,14,312,336,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_higheps_right,3,0.272,0.31,15,336,360,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_higheps_right,4,0.31,0.358,1,0,24,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_higheps_right,4,0.31,0.358,2,24,48,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_higheps_right,4,0.31,0.358,3,48,72,-1.0,0.007569638782583947,0.007585318604377613,-100.2071409514248
Q3p85_W2p62_t0p21_higheps_right,4,0.31,0.358,4,72,96,3.0,0.006468488478347538,0.0037619094582489548,58.15747327743536
Q3p85_W2p62_t0p21_higheps_right,4,0.31,0.358,5,96,120,147.00000000000003,0.31154245948256165,0.028762185506612345,9.232187983102921
Q3p85_W2p62_t0p21_higheps_right,4,0.31,0.358,6,120,144,241.3333333333334,0.5041135341665536,0.039143564253443786,7.764831055004205
Q3p85_W2p62_t0p21_higheps_right,4,0.31,0.358,7,144,168,256.0,0.5411507315727205,0.03946579357410916,7.292939151982962
Q3p85_W2p62_t0p21_higheps_right,4,0.31,0.358,8,168,192,289.3333333333332,0.5913689219507097,0.0452043966109201,7.644026416167988
Q3p85_W2p62_t0p21_higheps_right,4,0.31,0.358,9,192,216,291.8333333333333,0.6238267087983402,0.041713526327812736,6.686716958330355
Q3p85_W2p62_t0p21_higheps_right,4,0.31,0.358,10,216,240,269.00000000000006,0.5745943242686948,0.03978446440532286,6.923922274372943
Q3p85_W2p62_t0p21_higheps_right,4,0.31,0.358,11,240,264,144.33333333333331,0.3003792159897847,0.029563689158010317,9.842122085775642
Q3p85_W2p62_t0p21_higheps_right,4,0.31,0.358,12,264,288,15.0,0.03234244239173769,0.008651981353316783,26.751168784726808
Q3p85_W2p62_t0p21_higheps_right,4,0.31,0.358,13,288,312,1.0,0.002156162826115846,0.0021614344919881887,100.24449293942422
Q3p85_W2p62_t0p21_higheps_right,4,0.31,0.358,14,312,336,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_higheps_right,4,0.31,0.358,15,336,360,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_higheps_right,5,0.358,0.5,1,0,24,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_higheps_right,5,0.358,0.5,2,24,48,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_higheps_right,5,0.358,0.5,3,48,72,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_higheps_right,5,0.358,0.5,4,72,96,4.833333333333334,0.010421453659559923,0.004889381477914505,46.91650164782264
Q3p85_W2p62_t0p21_higheps_right,5,0.358,0.5,5,96,120,249.6666666666667,0.5229838037102637,0.039740936362989226,7.598884722825175
Q3p85_W2p62_t0p21_higheps_right,5,0.358,0.5,6,120,144,540.8333333333331,1.149884300588249,0.061494211994159644,5.347860820666992
Q3p85_W2p62_t0p21_higheps_right,5,0.358,0.5,7,144,168,433.49999999999983,0.9022157293824107,0.055900963588659064,6.195964198820239
Q3p85_W2p62_t0p21_higheps_right,5,0.358,0.5,8,168,192,372.4999999999998,0.770689796989344,0.05159665322797513,6.6948665247074155
Q3p85_W2p62_t0p21_higheps_right,5,0.358,0.5,9,192,216,477.1666666666666,1.0017816487459377,0.05818747746396115,5.808399219211301
Q3p85_W2p62_t0p21_higheps_right,5,0.358,0.5,10,216,240,513.833333333333,1.086254428326653,0.060105697493760935,5.5332982703096745
Q3p85_W2p62_t0p21_higheps_right,5,0.358,0.5,11,240,264,256.00000000000006,0.5411507315727208,0.03953445004367339,7.305626276948067
Q3p85_W2p62_t0p21_higheps_right,5,0.358,0.5,12,264,288,6.833333333333333,0.014733779311791614,0.005808202465373988,39.42099540425189
Q3p85_W2p62_t0p21_higheps_right,5,0.358,0.5,13,288,312,-0.16666666666666666,0.0003593604710193076,0.00036023908199803146,-100.24449293942422
Q3p85_W2p62_t0p21_higheps_right,5,0.358,0.5,14,312,336,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_higheps_right,5,0.358,0.5,15,336,360,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_higheps_center,3,0.272,0.31,1,0,24,25.0,0.05485581616527178,0.013450417082759784,24.519582467310002
Q3p85_W2p62_t0p21_higheps_center,3,0.272,0.31,2,24,48,45.0,0.10526251119120375,0.017349225183228817,16.481865183431612
Q3p85_W2p62_t0p21_higheps_center,3,0.272,0.31,3,48,72,164.83333333333334,0.3819493231631236,0.03262178234811745,8.540866646381064
Q3p85_W2p62_t0p21_higheps_center,3,0.272,0.31,4,72,96,195.66666666666669,0.4468269229492653,0.037005602137667,8.281864909440289
Q3p85_W2p62_t0p21_higheps_center,3,0.272,0.31,5,96,120,192.50000000000003,0.4394195610506253,0.03671108436918752,8.354449283371356
Q3p85_W2p62_t0p21_higheps_center,3,0.272,0.31,6,120,144,128.16666666666666,0.29980322631865075,0.033924814246123536,11.315693517609445
Q3p85_W2p62_t0p21_higheps_center,3,0.272,0.31,7,144,168,63.66666666666667,0.1489269602779254,0.021450504049794646,14.403371968221212
Q3p85_W2p62_t0p21_higheps_center,3,0.272,0.31,8,168,192,61.0,0.13544246839950455,0.020826253495582214,15.376457429993499
Q3p85_W2p62_t0p21_higheps_center,3,0.272,0.31,9,192,216,75.83333333333334,0.1773868244148065,0.023906842458835936,13.47723684535413
Q3p85_W2p62_t0p21_higheps_center,3,0.272,0.31,10,216,240,134.5,0.30374787995974034,0.030757906543521795,10.12613044331323
Q3p85_W2p62_t0p21_higheps_center,3,0.272,0.31,11,240,264,187.66666666666669,0.4244902309076545,0.03682079130424207,8.674119832042077
Q3p85_W2p62_t0p21_higheps_center,3,0.272,0.31,12,264,288,222.66666666666669,0.5136077863827181,0.03903112884083118,7.599403645284086
Q3p85_W2p62_t0p21_higheps_center,3,0.272,0.31,13,288,312,125.66666666666669,0.28308523887405973,0.029772301416264812,10.517080132712271
Q3p85_W2p62_t0p21_higheps_center,3,0.272,0.31,14,312,336,32.0,0.06760662785406206,0.016210370364300147,23.977486940026647
Q3p85_W2p62_t0p21_higheps_center,3,0.272,0.31,15,336,360,15.833333333333336,0.033413452774471025,0.01140643315811115,34.13724775796304
Q3p85_W2p62_t0p21_higheps_center,4,0.31,0.358,1,0,24,12.0,0.028070002984321,0.00833997055950205,29.711327655221442
Q3p85_W2p62_t0p21_higheps_center,4,0.31,0.358,2,24,48,19.0,0.044444171391841585,0.01066424391747131,23.994696230131307
Q3p85_W2p62_t0p21_higheps_center,4,0.31,0.358,3,48,72,74.16666666666667,0.1734882128892063,0.023662454915321075,13.639229156411037
Q3p85_W2p62_t0p21_higheps_center,4,0.31,0.358,4,72,96,211.66666666666669,0.47338352343883583,0.04023103038488549,8.498612307549736
Q3p85_W2p62_t0p21_higheps_center,4,0.31,0.358,5,96,120,202.00000000000003,0.4616416467465461,0.037676021391890024,8.161313360138669
Q3p85_W2p62_t0p21_higheps_center,4,0.31,0.358,6,120,144,109.0,0.25134583705551905,0.02627540419557565,10.45388477620648
Q3p85_W2p62_t0p21_higheps_center,4,0.31,0.358,7,144,168,60.50000000000001,0.14151959837928507,0.02081409383459165,14.707569886404027
Q3p85_W2p62_t0p21_higheps_center,4,0.31,0.358,8,168,192,44.66666666666667,0.09723607544862312,0.018403037160694444,18.926141430315237
Q3p85_W2p62_t0p21_higheps_center,4,0.31,0.358,9,192,216,56.833333333333336,0.12931929630423444,0.019178313818407493,14.830202735784232
Q3p85_W2p62_t0p21_higheps_center,4,0.31,0.358,10,216,240,119.49999999999999,0.2759070896667998,0.027597187762797414,10.002348180369436
Q3p85_W2p62_t0p21_higheps_center,4,0.31,0.358,11,240,264,226.50000000000003,0.5189512361728682,0.03996008987961263,7.700162769494106
Q3p85_W2p62_t0p21_higheps_center,4,0.31,0.358,12,264,288,222.83333333333331,0.5176210042540084,0.03847311115147355,7.432679670122877
Q3p85_W2p62_t0p21_higheps_center,4,0.31,0.358,13,288,312,96.0,0.21731331043710767,0.025491889439013978,11.7304777087695
Q3p85_W2p62_t0p21_higheps_center,4,0.31,0.358,14,312,336,24.666666666666668,0.04682938042269114,0.01627371646893754,34.751082166895635
Q3p85_W2p62_t0p21_higheps_center,4,0.31,0.358,15,336,360,10.0,0.01976831243487053,0.009819159202236588,49.67120605052748
Q3p85_W2p62_t0p21_higheps_center,5,0.358,0.5,1,0,24,4.0,0.009356667661440334,0.004724357140551576,50.491877145760725
Q3p85_W2p62_t0p21_higheps_center,5,0.358,0.5,2,24,48,12.0,0.028070002984321,0.00833997055950205,29.711327655221442
Q3p85_W2p62_t0p21_higheps_center,5,0.358,0.5,3,48,72,57.833333333333336,0.13528181993832483,0.020198335583067755,14.930561691346409
Q3p85_W2p62_t0p21_higheps_center,5,0.358,0.5,4,72,96,349.49999999999994,0.7994220533246975,0.051761239522969474,6.474832575321243
Q3p85_W2p62_t0p21_higheps_center,5,0.358,0.5,5,96,120,366.5,0.8464346043232793,0.0522995096241653,6.178800979666766
Q3p85_W2p62_t0p21_higheps_center,5,0.358,0.5,6,120,144,159.66666666666669,0.36624027071503273,0.032846119800365954,8.96846207989048
Q3p85_W2p62_t0p21_higheps_center,5,0.358,0.5,7,144,168,39.666666666666664,0.0819168841530924,0.018748704920133755,22.887473216260002
Q3p85_W2p62_t0p21_higheps_center,5,0.358,0.5,8,168,192,25.499999999999996,0.05964875634168213,0.012661246692646394,21.226338098517576
Q3p85_W2p62_t0p21_higheps_center,5,0.358,0.5,9,192,216,49.5,0.11578876231032413,0.018447536295715605,15.932061046023252
Q3p85_W2p62_t0p21_higheps_center,5,0.358,0.5,10,216,240,151.99999999999997,0.3519300144160027,0.03132765501352439,8.90167184674769
Q3p85_W2p62_t0p21_higheps_center,5,0.358,0.5,11,240,264,370.33333333333314,0.8445313406759688,0.05397179129401894,6.390738708503055
Q3p85_W2p62_t0p21_higheps_center,5,0.358,0.5,12,264,288,322.0,0.7314716064335652,0.04989257579054067,6.820849278593576
Q3p85_W2p62_t0p21_higheps_center,5,0.358,0.5,13,288,312,63.0,0.14374415894895495,0.02009390511509141,13.97893678742589
Q3p85_W2p62_t0p21_higheps_center,5,0.358,0.5,14,312,336,5.0,0.011695834576800417,0.0052947776312414225,45.27062687552045
Q3p85_W2p62_t0p21_higheps_center,5,0.358,0.5,15,336,360,2.0,0.004678333830720167,0.0033243930958575542,71.05933899004827
Q3p85_W2p62_t0p21_higheps_left,3,0.272,0.31,1,0,24,237.66666666666669,0.43955956291344517,0.0313694520507951,7.136564574519823
Q3p85_W2p62_t0p21_higheps_left,3,0.272,0.31,2,24,48,248.66666666666669,0.4601212864940288,0.03213132072857945,6.983228481648704
Q3p85_W2p62_t0p21_higheps_left,3,0.272,0.31,3,48,72,228.66666666666666,0.41333976866191763,0.03226738381067035,7.806503573350272
Q3p85_W2p62_t0p21_higheps_left,3,0.272,0.31,4,72,96,91.0,0.17010153143937234,0.021288875843044366,12.515393402341093
Q3p85_W2p62_t0p21_higheps_left,3,0.272,0.31,5,96,120,16.0,0.029907961571757773,0.007751558393531152,25.918043177008038
Q3p85_W2p62_t0p21_higheps_left,3,0.272,0.31,6,120,144,7.0,0.013084733187644023,0.005025826072904695,38.40984757450467
Q3p85_W2p62_t0p21_higheps_left,3,0.272,0.31,7,144,168,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_higheps_left,3,0.272,0.31,8,168,192,2.0,0.0037384951964697212,0.0026558436597467375,71.04044595950432
Q3p85_W2p62_t0p21_higheps_left,3,0.272,0.31,9,192,216,1.0,0.0018692475982348606,0.0018736113999460063,100.23345231071939
Q3p85_W2p62_t0p21_higheps_left,3,0.272,0.31,10,216,240,6.0,0.011215485589409165,0.004642468190851816,41.393376629503415
Q3p85_W2p62_t0p21_higheps_left,3,0.272,0.31,11,240,264,16.0,0.02990796157175777,0.007751558393531152,25.918043177008045
Q3p85_W2p62_t0p21_higheps_left,3,0.272,0.31,12,264,288,106.0,0.19814024541289524,0.023534906578593764,11.877903214236193
Q3p85_W2p62_t0p21_higheps_left,3,0.272,0.31,13,288,312,224.50000000000003,0.4149478028700195,0.030453283717153296,7.339063734407253
Q3p85_W2p62_t0p21_higheps_left,3,0.272,0.31,14,312,336,245.66666666666669,0.45921182663303095,0.042959005453651174,9.354943179192317
Q3p85_W2p62_t0p21_higheps_left,3,0.272,0.31,15,336,360,251.66666666666669,0.46103074635502644,0.03307255763084654,7.173612148934275
Q3p85_W2p62_t0p21_higheps_left,4,0.31,0.358,1,0,24,219.0,0.39996865814602106,0.0308154186328036,7.704458338221458
Q3p85_W2p62_t0p21_higheps_left,4,0.31,0.358,2,24,48,286.66666666666663,0.5123595634921256,0.0373909579039645,7.297796424276007
Q3p85_W2p62_t0p21_higheps_left,4,0.31,0.358,3,48,72,283.8333333333333,0.5211582107649139,0.035180025830623726,6.750354326949839
Q3p85_W2p62_t0p21_higheps_left,4,0.31,0.358,4,72,96,135.83333333333331,0.24920784915986174,0.023595757404146264,9.468304262362967
Q3p85_W2p62_t0p21_higheps_left,4,0.31,0.358,5,96,120,17.0,0.027078926236285737,0.010334630649832945,38.1648465661262
Q3p85_W2p62_t0p21_higheps_left,4,0.31,0.358,6,120,144,2.0,0.0037384951964697212,0.0026558436597467375,71.04044595950432
Q3p85_W2p62_t0p21_higheps_left,4,0.31,0.358,7,144,168,1.0,0.0018692475982348606,0.0018736113999460063,100.23345231071939
Q3p85_W2p62_t0p21_higheps_left,4,0.31,0.358,8,168,192,1.0,0.0018692475982348606,0.0018736113999460063,100.23345231071939
Q3p85_W2p62_t0p21_higheps_left,4,0.31,0.358,9,192,216,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_higheps_left,4,0.31,0.358,10,216,240,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_higheps_left,4,0.31,0.358,11,240,264,17.0,0.03177720916999263,0.00800748001748101,25.198814580112693
Q3p85_W2p62_t0p21_higheps_left,4,0.31,0.358,12,264,288,151.0,0.2775581043997572,0.024843181470382013,8.950623698813438
Q3p85_W2p62_t0p21_higheps_left,4,0.31,0.358,13,288,312,255.5,0.4728944784153002,0.03260951623752422,6.895727847531822
Q3p85_W2p62_t0p21_higheps_left,4,0.31,0.358,14,312,336,280.83333333333337,0.5108521850365029,0.03567300324327808,6.983038203258165
Q3p85_W2p62_t0p21_higheps_left,4,0.31,0.358,15,336,360,244.0,0.45609641396930645,0.04271960019215477,9.366353008649094
Q3p85_W2p62_t0p21_higheps_left,5,0.358,0.5,1,0,24,176.5,0.31112906935362533,0.029469054578441175,9.471649383216912
Q3p85_W2p62_t0p21_higheps_left,5,0.358,0.5,2,24,48,394.49999999999994,0.7280216116362392,0.04201740953190336,5.771450855348733
Q3p85_W2p62_t0p21_higheps_left,5,0.358,0.5,3,48,72,576.3333333333334,1.0444217185800764,0.054603671352253164,5.228124844673715
Q3p85_W2p62_t0p21_higheps_left,5,0.358,0.5,4,72,96,350.66666666666663,0.6460862585802771,0.039380624902782706,6.095258083544213
Q3p85_W2p62_t0p21_higheps_left,5,0.358,0.5,5,96,120,36.0,0.06729291353645499,0.0121224918015782,18.01451470073593
Q3p85_W2p62_t0p21_higheps_left,5,0.358,0.5,6,120,144,1.0,0.0018692475982348606,0.0018736113999460063,100.23345231071939
Q3p85_W2p62_t0p21_higheps_left,5,0.358,0.5,7,144,168,1.0,0.0018692475982348606,0.0018736113999460063,100.23345231071939
Q3p85_W2p62_t0p21_higheps_left,5,0.358,0.5,8,168,192,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_higheps_left,5,0.358,0.5,9,192,216,1.0,0.0018692475982348606,0.0018736113999460063,100.23345231071939
Q3p85_W2p62_t0p21_higheps_left,5,0.358,0.5,10,216,240,2.0,0.0037384951964697212,0.0026558436597467375,71.04044595950432
Q3p85_W2p62_t0p21_higheps_left,5,0.358,0.5,11,240,264,42.833333333333336,0.07066953959031272,0.015749032102188212,22.28546017632053
Q3p85_W2p62_t0p21_higheps_left,5,0.358,0.5,12,264,288,380.6666666666667,0.70686196946103,0.04059454350544404,5.742923690801568
Q3p85_W2p62_t0p21_higheps_left,5,0.358,0.5,13,288,312,542.3333333333334,0.9902638661075049,0.05186390980068322,5.237382840651158
