(current_cut)_Total_COIN_Triggers,(current_cut)_Total_HMS_3/4_Triggers,(current_cut)_Total_SHMS_3/4_Triggers,Accepted_COIN_Triggers,Accepted_HMS_Triggers,Accepted_SHMS_Triggers,BCM2_Beam_Cut_Charge,BCM2_Beam_Cut_Current,BCM2_Charge,BCM2_Current,BCM_Cut_HMS_Run_Length,BCM_Cut_SHMS_Run_Length,Beam_Energy,COIN_CPULT,COIN_CPULT_ERROR,COIN_Trigger_Rate,EDTM_Accepted_Triggers,HMS_3/4_Trigger_Rate,HMS_Angle,HMS_CPULT,HMS_CPULT_ERROR,HMS_Cal_ALL_Elec_Eff,HMS_Cal_ALL_Elec_Eff_ERROR,HMS_Cal_COIN_Elec_Eff,HMS_Cal_COIN_Elec_Eff_ERROR,HMS_Cal_SING_Elec_Eff,HMS_Cal_SING_Elec_Eff_ERROR,HMS_Cer_ALL_Elec_Eff,HMS_Cer_ALL_Elec_Eff_ERROR,HMS_Cer_COIN_Elec_Eff,HMS_Cer_COIN_Elec_Eff_ERROR,HMS_Cer_SING_Elec_Eff,HMS_Cer_SING_Elec_Eff_ERROR,HMS_Elec_ALL_TRACK_EFF,HMS_Elec_ALL_TRACK_EFF_ERROR,HMS_Elec_COIN_TRACK_EFF,HMS_Elec_COIN_TRACK_EFF_ERROR,HMS_Elec_SING_TRACK_EFF,HMS_Elec_SING_TRACK_EFF_ERROR,HMS_Hodo_3_of_4_EFF,HMS_Hodo_4_of_4_EFF,HMS_Hodo_Plane_1,HMS_Hodo_Plane_2,HMS_Hodo_Plane_3,HMS_Hodo_Plane_4,HMS_Hodo_S1XY,HMS_Hodo_S2XY,HMS_Hodoscope_S1X_Rate,HMS_Hodoscope_S1X_Triggers,HMS_P_Central,HMS_Particle_Mass,HMS_Run_Length,Non_Scaler_EDTM_Live_Time,Non_Scaler_EDTM_Live_Time_Corr,Non_Scaler_EDTM_Live_Time_Corr_ERROR,Non_Scaler_EDTM_Live_Time_ERROR,Pre-Scaled_COIN_Triggers,Pre-Scaled_HMS_3/4_Triggers,Pre-Scaled_SHMS_3/4_Triggers,Ps1_factor,Ps2_factor,Ps3_factor,Ps4_factor,Ps5_factor,Ps6_factor,Run_Number,SHMS_3/4_Trigger_Rate,SHMS_Aero_ALL_Pion_Eff,SHMS_Aero_ALL_Pion_Eff_ERROR,SHMS_Aero_COIN_Pion_Eff,SHMS_Aero_COIN_Pion_Eff_ERROR,SHMS_Aero_SING_Pion_Eff,SHMS_Aero_SING_Pion_Eff_ERROR,SHMS_Angle,SHMS_CPULT,SHMS_CPULT_ERROR,SHMS_HGC_ALL_Pion_Eff,SHMS_HGC_ALL_Pion_Eff_ERROR,SHMS_HGC_COIN_Pion_Eff,SHMS_HGC_COIN_Pion_Eff_ERROR,SHMS_HGC_SING_Pion_Eff,SHMS_HGC_SING_Pion_Eff_ERROR,SHMS_Hadron_ALL_TRACK_EFF,SHMS_Hadron_ALL_TRACK_EFF_ERROR,SHMS_Hodo_3_of_4_EFF,SHMS_Hodo_4_of_4_EFF,SHMS_Hodo_Plane_1,SHMS_Hodo_Plane_2,SHMS_Hodo_Plane_3,SHMS_Hodo_Plane_4,SHMS_Hodo_S1XY,SHMS_Hodo_S2XY,SHMS_Hodoscope_S1X_Rate,SHMS_Hodoscope_S1X_Triggers,SHMS_P_Central,SHMS_Particle_Mass,SHMS_Pion_ALL_TRACK_EFF,SHMS_Pion_ALL_TRACK_EFF_ERROR,SHMS_Pion_COIN_TRACK_EFF,SHMS_Pion_COIN_TRACK_EFF_ERROR,SHMS_Pion_SING_TRACK_EFF,SHMS_Pion_SING_TRACK_EFF_ERROR,SHMS_Prot_ALL_TRACK_EFF,SHMS_Prot_ALL_TRACK_EFF_ERROR,SHMS_Prot_COIN_TRACK_EFF,SHMS_Prot_COIN_TRACK_EFF_ERROR,SHMS_Prot_SING_TRACK_EFF,SHMS_Prot_SING_TRACK_EFF_ERROR,SHMS_Run_Length,Target_Mass_(amu),Total_COIN_Triggers,Total_HMS_3/4_Triggers,Total_SHMS_3/4_Triggers
83107.0,4261461.0,440001898.0,97814.0,344103.0,349675.0,173.844,57.61,173.984,38.729,3017.601,3017.557,10.557302,1.0001,0.0,0.028,44597.0,1.412,34.105,0.0804,0.0,0.9707,0.0013,0.9784,0.0022,0.9681,0.0015,0.8786,0.0023,0.9101,0.0041,0.8685,0.0028,0.9964,0.0005,0.997,0.0009,0.9962,0.0006,0.997337,0.813352,0.998666,0.998109,0.988088,0.825818,0.999997,0.997925,38.454,116038920.0,2.341,0.000511,3017.601,0.9944,0.9944,0.0003,0.0003,0.0,856137.0,36673195.0,12.0,1.0,5.0,1.0,1.0,0.0,15670.0,145.814,0.974,0.0013,0.9819,0.0021,0.9759,0.0015,8.665,0.0008,0.0,0.663,0.0031,0.6558,0.006,0.6674,0.0038,0.9535,0.0012,0.975455,0.756018,0.953317,0.933867,0.932119,0.911041,0.996913,0.993961,1069.255,3226537413.0,7.913,0.13957,0.9837,0.001,0.9818,0.002,0.9851,0.0011,0.9895,0.0037,0.9907,0.0065,0.9898,0.0045,3017.557,1.007276,83107.0,4261461.0,440001898.0
76090.0,3882935.0,397269454.0,83212.0,506597.0,339921.0,157.815,54.576,157.906,43.785,2891.658,2893.695,10.557302,1.0002,0.0,0.026,35779.0,1.342,34.105,0.1301,0.0,0.9715,0.001,0.983,0.0021,0.9696,0.0011,0.8631,0.002,0.9008,0.0046,0.8569,0.0022,0.9959,0.0004,0.995,0.0013,0.996,0.0005,0.996987,0.792011,0.998951,0.998093,0.987683,0.804263,0.999998,0.997589,36.466,105446519.0,2.341,0.000511,2891.658,0.9945,0.9945,0.0004,0.0004,0.0,973175.0,33111963.0,12.0,1.0,4.0,1.0,1.0,0.0,15750.0,137.288,0.968,0.0015,0.9771,0.0025,0.9756,0.0016,8.665,0.0009,0.0,0.6627,0.0032,0.6507,0.0065,0.6717,0.004,0.9539,0.0012,0.975538,0.756113,0.958559,0.91566,0.933041,0.923278,0.996505,0.994863,1014.151,2934645093.0,7.913,0.13957,0.9828,0.001,0.9839,0.002,0.9836,0.0012,0.9828,0.0047,0.9832,0.0096,0.9811,0.0063,2893.695,1.007276,76090.0,3882935.0,397269454.0
71720.0,3719339.0,373150156.0,78528.0,484345.0,315684.0,151.463,51.514,151.567,41.723,2940.239,2950.313,10.557302,1.0001,0.0,0.024,36065.0,1.261,34.105,0.1299,0.0,0.9691,0.0011,0.9757,0.0025,0.968,0.0012,0.8715,0.002,0.9163,0.0044,0.8642,0.0022,0.9959,0.0004,0.9954,0.0012,0.996,0.0005,0.997196,0.797916,0.99875,0.997876,0.988769,0.809709,0.999997,0.997863,34.26,100731647.0,2.341,0.000511,2940.239,0.9954,0.9954,0.0003,0.0003,0.0,932251.0,31103867.0,12.0,1.0,4.0,1.0,1.0,0.0,15807.0,126.478,0.9696,0.0015,0.9765,0.0026,0.9769,0.0016,8.665,0.0008,0.0,0.6643,0.0033,0.6536,0.0066,0.6736,0.0041,0.9576,0.0012,0.9786,0.771172,0.96043,0.923862,0.938693,0.92588,0.996987,0.995456,968.1,2856199369.0,7.913,0.13957,0.9873,0.0009,0.9848,0.002,0.9879,0.0011,0.9832,0.0048,0.9886,0.008,0.9825,0.0061,2950.313,1.007276,71720.0,3719339.0,373150156.0
1621013.0,49559482.0,537219192.0,1619137.0,1668692.0,1703254.0,32.727,29.017,32.732,27.183,1127.858,1125.852,8.479749,0.9984,0.0,1.44,11759.0,44.02,20.905,0.0337,0.0,0.9526,0.0008,0.9527,0.0008,0.9482,0.0053,0.7692,0.0014,0.7698,0.0015,0.7435,0.0093,0.9964,0.0003,0.9964,0.0003,0.9971,0.0015,0.996715,0.8178,0.996437,0.996908,0.987265,0.833889,0.999989,0.997885,100.437,113278784.0,2.193,0.000511,1127.858,0.9786,0.9786,0.0013,0.0013,0.0,4505626.0,38373778.0,14.0,1.0,11.0,1.0,1.0,0.0,16088.0,477.167,0.971,0.0004,0.9712,0.0004,0.9726,0.0017,5.5,0.0032,0.0,0.7535,0.0008,0.7537,0.0008,0.7549,0.0039,0.9628,0.0003,0.973829,0.749457,0.943653,0.914463,0.938365,0.925543,0.99518,0.995411,1930.157,2173071734.0,6.265,0.13957,0.9698,0.0003,0.9692,0.0004,0.9838,0.0013,0.961,0.0018,0.9612,0.0019,0.9743,0.0073,1125.852,1.007276,1621013.0,49559482.0,537219192.0
729265.0,18863521.0,625859101.0,730203.0,801985.0,838972.0,40.373,36.434,40.384,33.363,1108.092,1108.092,8.479749,0.9999,0.0,0.658,11810.0,17.023,28.42,0.0425,0.0,0.9486,0.0014,0.9492,0.0015,0.9429,0.0053,0.7341,0.0025,0.7359,0.0026,0.715,0.009,0.9971,0.0004,0.9971,0.0004,0.9968,0.0014,0.997704,0.837576,0.997732,0.997396,0.989792,0.850352,0.999994,0.998472,57.19,63371264.0,1.882,0.000511,1108.092,0.9772,0.9772,0.0013,0.0013,0.0,2096290.0,44707337.0,14.0,1.0,9.0,1.0,1.0,0.0,16109.0,564.808,0.9712,0.0006,0.9717,0.0006,0.9748,0.0018,5.5,0.0013,0.0,0.7296,0.0013,0.7303,0.0014,0.7339,0.0043,0.9531,0.0006,0.966397,0.718398,0.933987,0.902987,0.931757,0.914198,0.993596,0.994145,2296.043,2544227043.0,6.538,0.13957,0.9634,0.0006,0.9614,0.0007,0.9824,0.0015,0.9489,0.0035,0.9455,0.0039,0.9781,0.0076,1108.092,1.007276,729265.0,18863521.0,625859101.0
1884409.0,17992298.0,558802277.0,2104911.0,2230570.0,2230595.0,35.773,36.044,35.79,30.649,992.474,992.474,8.479749,0.9973,0.0,1.899,1471879.0,18.129,28.42,0.1224,0.0,0.9494,0.0015,0.9492,0.0016,0.9504,0.0037,0.7408,0.0026,0.7432,0.0028,0.7285,0.0066,0.9967,0.0004,0.9965,0.0005,0.9975,0.0009,0.997743,0.840637,0.998825,0.997898,0.988061,0.85359,0.999998,0.998252,57.881,57445755.0,1.882,0.000511,992.474,0.9746,0.9746,0.0001,0.0001,0.0,2277626.0,39934225.0,14.0,1.0,8.0,1.0,1.0,0.0,16125.0,563.04,0.9686,0.0006,0.9703,0.0007,0.9759,0.0018,5.5,0.004,0.0,0.7295,0.0014,0.7303,0.0015,0.7328,0.0045,0.9527,0.0006,0.967734,0.723578,0.935684,0.905187,0.934412,0.91428,0.993902,0.994378,2282.88,2265699001.0,6.538,0.13957,0.9625,0.0007,0.9604,0.0008,0.9816,0.0016,0.9547,0.0035,0.9539,0.0038,0.9591,0.0111,992.474,1.007276,1884409.0,17992298.0,558802277.0
1802268.0,58718730.0,747016059.0,1803772.0,1921038.0,2028470.0,128.053,77.855,128.062,72.058,1644.758,1646.758,8.479749,1.0001,0.0,1.094,17423.0,35.657,28.42,0.0327,0.0,0.9486,0.0009,0.9489,0.0009,0.9439,0.0043,0.7466,0.0016,0.7485,0.0016,0.7115,0.0073,0.9958,0.0003,0.9958,0.0003,0.9957,0.0014,0.997025,0.837452,0.997289,0.996183,0.98657,0.854421,0.99999,0.998045,110.18,181219495.0,1.882,0.000511,1644.758,0.9812,0.9812,0.001,0.001,0.0,5872041.0,57462894.0,13.0,1.0,10.0,1.0,1.0,0.0,16133.0,453.628,0.9707,0.0004,0.9711,0.0004,0.9731,0.0013,7.47,0.0027,0.0,0.6915,0.0009,0.6913,0.001,0.6983,0.0031,0.9556,0.0004,0.967983,0.724511,0.938872,0.905248,0.931862,0.914786,0.994208,0.994194,2059.578,3391627211.0,6.538,0.13957,0.9672,0.0004,0.9656,0.0004,0.9823,0.001,0.9607,0.0017,0.9596,0.0018,0.9757,0.0045,1646.758,1.007276,1802268.0,58718730.0,747016059.0
461245.0,41415385.0,186740872.0,462043.0,624468.0,577495.0,90.323,73.56,90.335,69.268,1227.875,1225.778,8.479749,1.0,0.0,0.376,12920.0,33.787,28.42,0.0151,0.0,0.9516,0.0015,0.9541,0.0017,0.9425,0.0035,0.7607,0.0027,0.7727,0.003,0.7203,0.0059,0.9956,0.0005,0.9961,0.0005,0.9938,0.0013,0.997171,0.838538,0.996763,0.996412,0.987814,0.854706,0.999988,0.998229,106.514,130786052.0,1.882,0.000511,1227.875,0.9938,0.9938,0.0007,0.0007,0.0,4602219.0,15562862.0,12.0,1.0,9.0,1.0,1.0,0.0,16151.0,152.345,0.9722,0.0009,0.9736,0.0009,0.9762,0.002,9.465,0.0031,0.0,0.6937,0.002,0.6958,0.0022,0.6889,0.0051,0.9622,0.0007,0.975426,0.755961,0.955902,0.918009,0.934413,0.921935,0.996384,0.99488,1096.531,1344103645.0,6.538,0.13957,0.9832,0.0006,0.9824,0.0007,0.9872,0.0013,0.9788,0.002,0.9769,0.0023,0.9887,0.0037,1225.778,1.007276,461245.0,41415385.0,186740872.0
1736247.0,88158341.0,177505960.0,1716453.0,1763220.0,1768418.0,51.056,67.629,51.083,47.121,754.95,754.95,8.479749,0.9867,0.0001,2.3,10642.0,116.774,12.14,0.02,0.0,0.9594,0.0002,0.9595,0.0002,0.9552,0.0015,0.9777,0.0002,0.9778,0.0002,0.9768,0.0011,0.9904,0.0001,0.9903,0.0001,0.9909,0.0007,0.99579,0.834858,0.992178,0.989076,0.990222,0.859134,0.999915,0.998623,384.424,290220947.0,5.587,0.000511,754.95,0.9786,0.9786,0.0012,0.0012,0.0,7347374.0,13655583.0,13.0,1.0,12.0,1.0,1.0,0.0,16205.0,235.123,0.9789,0.0005,0.979,0.0005,0.9823,0.0032,19.22,0.01,0.0,0.2549,0.0006,0.2558,0.0007,0.2194,0.0042,0.9883,0.0001,0.983013,0.767843,0.977916,0.959388,0.964614,0.848444,0.999103,0.994637,507.572,383191231.0,2.792,0.13957,0.9893,0.0004,0.9892,0.0004,0.9969,0.0014,0.9871,0.0003,0.987,0.0003,0.9927,0.0012,754.95,1.007276,1736247.0,88158341.0,177505960.0
2356824.0,178084507.0,213427174.0,2358192.0,2726202.0,2615343.0,103.292,70.991,103.315,62.324,1455.006,1455.004,8.479749,0.9997,0.0,1.62,16413.0,122.395,12.14,0.0153,0.0,0.9614,0.0002,0.9622,0.0002,0.9559,0.0005,0.9757,0.0001,0.9758,0.0001,0.9746,0.0004,0.9907,0.0001,0.9906,0.0001,0.991,0.0003,0.994105,0.820679,0.991004,0.987683,0.983536,0.852492,0.999889,0.997571,408.866,594903232.0,5.587,0.000511,1455.006,0.9941,0.9941,0.0006,0.0006,0.0,17809731.0,19403830.0,11.0,1.0,10.0,1.0,1.0,0.0,16223.0,146.685,0.9797,0.0004,0.9805,0.0004,0.9773,0.002,21.22,0.0123,0.0,0.2309,0.0005,0.2351,0.0006,0.182,0.0019,0.9911,0.0001,0.983336,0.762036,0.979868,0.962233,0.967137,0.83568,0.99924,0.9946,379.036,551498897.0,2.792,0.13957,0.9919,0.0003,0.9918,0.0003,0.9958,0.0009,0.9903,0.0002,0.9901,0.0002,0.9929,0.0006,1455.004,1.007276,2356824.0,178084507.0,213427174.0
1694083.0,190701305.0,134935740.0,1699944.0,1900755.0,1846915.0,110.547,73.614,110.561,69.341,1501.706,1501.706,8.479749,0.9939,0.0001,1.128,21179.0,126.99,12.14,0.01,0.0,0.9641,0.0002,0.965,0.0002,0.9554,0.0007,0.9752,0.0002,0.9754,0.0002,0.9734,0.0005,0.9905,0.0001,0.9904,0.0001,0.9913,0.0003,0.995077,0.830983,0.990385,0.98818,0.988329,0.859114,0.999886,0.998356,421.967,633669820.0,5.587,0.000511,1501.706,0.6584,0.6584,0.0026,0.0026,0.0,17339171.0,12269233.0,11.0,1.0,11.0,1.0,1.0,0.0,16232.0,89.855,0.9798,0.0006,0.9801,0.0006,0.9786,0.0028,23.215,0.0137,0.0,0.2073,0.0006,0.2104,0.0007,0.1592,0.0025,0.9923,0.0001,0.983314,0.753209,0.982021,0.964827,0.968037,0.821209,0.999368,0.994285,290.178,435761535.0,2.792,0.13957,0.9934,0.0003,0.9935,0.0003,0.9912,0.0018,0.9921,0.0002,0.992,0.0002,0.9942,0.0006,1501.706,1.007276,1694083.0,190701305.0,134935740.0
1600775.0,46482043.0,776612764.0,1605045.0,1695264.0,1736132.0,98.479,57.709,98.538,43.063,1706.468,1708.477,6.39566,0.999,0.0,0.937,22444.0,27.207,28.77,0.0365,0.0,0.9699,0.0006,0.9699,0.0006,0.9706,0.0026,0.8379,0.0012,0.8382,0.0012,0.8323,0.0053,0.997,0.0002,0.997,0.0002,0.9962,0.0011,0.994327,0.807878,0.982139,0.996891,0.987782,0.835342,0.999944,0.997988,78.81,134485941.0,1.727,0.000511,1706.468,0.9789,0.9789,0.0008,0.0008,0.0,4649643.0,55480206.0,14.0,1.0,10.0,1.0,1.0,0.0,16296.0,454.564,0.9672,0.0003,0.9676,0.0003,0.9727,0.0013,7.66,0.0022,0.0,0.7438,0.0007,0.7439,0.0007,0.7476,0.0029,0.9692,0.0003,0.970779,0.735271,0.944173,0.917864,0.938505,0.904027,0.995415,0.994098,1625.191,2776599918.0,4.605,0.13957,0.9743,0.0003,0.9734,0.0003,0.9878,0.0008,0.9632,0.0011,0.962,0.0011,0.9814,0.0032,1708.477,1.007276,1600775.0,46482043.0,776612764.0
1429015.0,72447294.0,581561363.0,1431001.0,1574405.0,1609031.0,155.021,75.563,155.037,68.244,2051.536,2051.536,6.39566,0.9999,0.0,0.697,22401.0,35.314,28.77,0.0217,0.0,0.97,0.0006,0.9705,0.0006,0.965,0.0022,0.8541,0.0011,0.8555,0.0012,0.8381,0.0042,0.9966,0.0002,0.9966,0.0002,0.9965,0.0008,0.996618,0.81927,0.996117,0.995798,0.987925,0.83603,0.999984,0.99802,104.23,213831240.0,1.727,0.000511,2051.536,0.9883,0.9883,0.0007,0.0007,0.0,7245005.0,44735690.0,13.0,1.0,10.0,1.0,1.0,0.0,16305.0,283.476,0.9694,0.0003,0.9701,0.0004,0.9717,0.0011,9.66,0.0028,0.0,0.7168,0.0008,0.717,0.0008,0.716,0.0026,0.9791,0.0002,0.976684,0.761003,0.95572,0.92913,0.94324,0.908566,0.996862,0.99481,1208.725,2479742872.0,4.605,0.13957,0.9845,0.0002,0.9838,0.0003,0.9912,0.0006,0.9774,0.0007,0.977,0.0008,0.9806,0.0023,2051.536,1.007276,1429015.0,72447294.0,581561363.0
606885.0,61993979.0,235323554.0,610683.0,738848.0,855661.0,132.679,73.571,132.714,60.8,1803.406,1803.406,6.39566,1.0,0.0,0.337,21653.0,34.376,28.77,0.0119,0.0,0.9699,0.0008,0.9714,0.0009,0.9619,0.0025,0.8597,0.0016,0.8644,0.0017,0.8313,0.0046,0.9964,0.0003,0.9964,0.0004,0.9964,0.0009,0.996499,0.816146,0.996031,0.996509,0.986919,0.833167,0.999986,0.997818,102.306,184500037.0,1.727,0.000511,1803.406,0.9945,0.9945,0.0005,0.0005,0.0,6200224.0,21394586.0,11.0,1.0,10.0,1.0,1.0,0.0,16314.0,130.488,0.9726,0.0005,0.9732,0.0006,0.9735,0.0009,11.655,0.0036,0.0,0.7027,0.0012,0.704,0.0014,0.7001,0.0022,0.984,0.0003,0.980122,0.777068,0.963515,0.936197,0.94748,0.909208,0.997672,0.995232,746.433,1346121215.0,4.605,0.13957,0.9912,0.0003,0.9902,0.0003,0.9938,0.0004,0.9855,0.0007,0.9839,0.0009,0.9896,0.0012,1803.406,1.007276,606885.0,61993979.0,235323554.0
829431.0,78659723.0,491995548.0,833238.0,1141989.0,1117325.0,248.235,72.256,248.273,65.092,3435.484,3433.483,6.39566,1.0,0.0,0.242,37821.0,22.91,42.23,0.0145,0.0,0.9331,0.002,0.9396,0.0021,0.9121,0.0046,0.5957,0.0031,0.6131,0.0035,0.5431,0.0063,0.9962,0.0006,0.9959,0.0007,0.9971,0.001,0.996992,0.819771,0.997755,0.997491,0.986837,0.834668,0.999994,0.997824,53.216,182821394.0,1.158,0.000511,3435.484,0.9945,0.9945,0.0004,0.0004,0.0,8740948.0,41001770.0,12.0,1.0,9.0,1.0,1.0,0.0,16322.0,143.293,0.9706,0.0005,0.9718,0.0006,0.9738,0.001,10.0,0.0023,0.0,0.7042,0.0012,0.7012,0.0014,0.7163,0.0024,0.9783,0.0003,0.975201,0.752448,0.958723,0.930004,0.940611,0.897199,0.997111,0.993895,963.058,3306642391.0,5.127,0.13957,0.9879,0.0003,0.9867,0.0004,0.9923,0.0005,0.98,0.001,0.9793,0.0011,0.9838,0.0019,3433.483,1.007276,829431.0,78659723.0,491995548.0
1545602.0,64975885.0,946013968.0,1547841.0,1799956.0,1855857.0,205.696,73.963,205.717,68.03,2781.066,2783.07,6.39566,0.9999,0.0,0.555,29748.0,23.347,42.23,0.0277,0.0,0.9307,0.0016,0.9322,0.0017,0.9197,0.005,0.5918,0.0025,0.5977,0.0027,0.551,0.007,0.997,0.0004,0.997,0.0004,0.9964,0.0013,0.996919,0.817758,0.997736,0.997513,0.986597,0.832819,0.999994,0.997759,53.786,149582483.0,1.158,0.000511,2781.066,0.986,0.986,0.0006,0.0006,0.0,7219967.0,72771215.0,13.0,1.0,9.0,1.0,1.0,0.0,16385.0,339.917,0.9679,0.0004,0.969,0.0004,0.9716,0.001,8.0,0.002,0.0,0.7171,0.0008,0.7164,0.0009,0.726,0.0023,0.9704,0.0003,0.968517,0.725435,0.944047,0.915998,0.935754,0.896497,0.9953,0.99335,1651.493,4596221212.0,5.127,0.13957,0.9779,0.0003,0.9764,0.0003,0.9882,0.0006,0.9686,0.0011,0.9671,0.0012,0.9777,0.0027,2783.07,1.007276,1545602.0,64975885.0,946013968.0
328887.0,13632330.0,199315097.0,329166.0,382019.0,394354.0,43.168,77.528,43.172,73.558,556.805,556.805,6.39566,0.9999,0.0,0.591,5781.0,24.483,42.23,0.028,0.0,0.935,0.0034,0.9376,0.0035,0.9163,0.0106,0.6093,0.0054,0.6138,0.0058,0.5788,0.015,0.9973,0.0008,0.9972,0.0009,0.998,0.002,0.996912,0.817045,0.998025,0.997905,0.985923,0.832094,0.999996,0.997636,56.687,31563859.0,1.158,0.000511,556.805,0.9877,0.9877,0.0014,0.0014,0.0,1514802.0,15332386.0,13.0,1.0,9.0,1.0,1.0,0.0,16386.0,357.962,0.9678,0.0009,0.9687,0.0009,0.9739,0.0021,8.0,0.002,0.0,0.7148,0.0018,0.7137,0.002,0.7282,0.0051,0.9705,0.0006,0.968073,0.72332,0.944555,0.916855,0.935176,0.893118,0.99539,0.993071,1730.191,963379061.0,5.127,0.13957,0.977,0.0007,0.9759,0.0008,0.9858,0.0015,0.974,0.0022,0.9728,0.0024,0.9783,0.0057,556.805,1.007276,328887.0,13632330.0,199315097.0
5025426.0,154763854.0,570704882.0,3705982.0,3827939.0,3852928.0,45.112,38.802,45.116,37.2,1162.615,1160.614,6.39566,0.7374,0.0002,4.33,8996.0,133.346,29.55,0.0247,0.0,0.9232,0.0013,0.9236,0.0013,0.9132,0.0083,0.4898,0.0018,0.4904,0.0018,0.4702,0.0106,0.9971,0.0003,0.9971,0.0003,0.9989,0.0011,0.995015,0.817314,0.993172,0.991832,0.984543,0.842737,0.999944,0.997569,190.18,221106613.0,0.96,0.000511,1162.615,0.7333,0.7333,0.004,0.004,0.0,14070633.0,43902691.0,13.0,1.0,11.0,1.0,1.0,0.0,16408.0,491.727,0.9688,0.0003,0.9689,0.0003,0.9733,0.0018,5.505,0.0068,0.0,0.7601,0.0007,0.76,0.0007,0.7682,0.0041,0.9549,0.0003,0.960124,0.693684,0.934066,0.903675,0.929964,0.883702,0.993649,0.991855,2347.883,2724986096.0,5.422,0.13957,0.9635,0.0003,0.963,0.0003,0.9825,0.0014,0.9568,0.0014,0.9562,0.0015,0.9779,0.0063,1160.614,1.007276,5025426.0,154763854.0,570704882.0
1235838.0,107655375.0,125812982.0,1234682.0,1290849.0,1273763.0,31.319,43.67,31.323,40.845,717.173,717.173,6.39566,0.9987,0.0,1.723,7609.0,150.111,29.55,0.012,0.0,0.9285,0.0021,0.9282,0.0022,0.9333,0.0107,0.4768,0.003,0.4774,0.003,0.4649,0.0151,0.9959,0.0006,0.9957,0.0006,1.0,0.0,0.99405,0.810443,0.993301,0.991677,0.979357,0.840099,0.999944,0.996699,212.424,152345068.0,0.96,0.000511,717.173,0.9954,0.9954,0.0008,0.0008,0.0,8971334.0,9677965.0,13.0,1.0,12.0,1.0,1.0,0.0,16496.0,175.429,0.9716,0.0005,0.9718,0.0005,0.9742,0.0029,7.505,0.0101,0.0,0.73,0.0011,0.7299,0.0011,0.7319,0.0069,0.9774,0.0003,0.972949,0.743009,0.954886,0.922425,0.939263,0.8981,0.9965,0.993811,1127.517,808624711.0,5.422,0.13957,0.9853,0.0003,0.9853,0.0003,0.9889,0.0017,0.9809,0.0011,0.9809,0.0011,0.9762,0.0078,717.173,1.007276,1235838.0,107655375.0,125812982.0
1696607.0,147935866.0,172825478.0,1696263.0,1773525.0,1749916.0,43.041,43.277,43.052,40.509,994.551,994.551,6.39566,0.9994,0.0,1.706,10527.0,148.746,29.55,0.012,0.0,0.923,0.0019,0.9236,0.0019,0.9073,0.0106,0.4774,0.0025,0.4784,0.0026,0.4515,0.0128,0.9968,0.0005,0.9967,0.0005,1.0,0.0,0.994925,0.815755,0.994946,0.991955,0.982256,0.841479,0.999959,0.997187,210.311,209164773.0,0.96,0.000511,994.551,0.9935,0.9935,0.0008,0.0008,0.0,12329796.0,13295821.0,13.0,1.0,12.0,1.0,1.0,0.0,16497.0,173.772,0.972,0.0004,0.9724,0.0004,0.9724,0.0026,7.505,0.0101,0.0,0.7322,0.0009,0.7324,0.0009,0.7333,0.0058,0.977,0.0003,0.972642,0.741739,0.954696,0.92226,0.938111,0.898004,0.996478,0.993688,1117.131,1111043792.0,5.422,0.13957,0.9856,0.0003,0.9854,0.0003,0.9921,0.0012,0.9817,0.0009,0.9817,0.0009,0.977,0.0066,994.551,1.007276,1696607.0,147935866.0,172825478.0
1919319.0,166813308.0,195011899.0,1917276.0,2004400.0,1977802.0,48.535,43.212,48.542,40.475,1123.198,1123.198,6.39566,0.9985,0.0,1.709,11887.0,148.516,29.55,0.012,0.0,0.9329,0.0017,0.9333,0.0017,0.9203,0.0094,0.4816,0.0024,0.4831,0.0024,0.4493,0.0121,0.9965,0.0004,0.9964,0.0005,0.9985,0.0015,0.994517,0.817087,0.992596,0.991177,0.982313,0.845463,0.999935,0.997267,209.967,235834512.0,0.96,0.000511,1123.198,0.9943,0.9943,0.0007,0.0007,0.0,13901672.0,15001393.0,13.0,1.0,12.0,1.0,1.0,0.0,16498.0,173.622,0.971,0.0004,0.9713,0.0004,0.9704,0.0025,7.505,0.0101,0.0,0.7303,0.0009,0.7304,0.0009,0.7315,0.0055,0.9774,0.0002,0.972695,0.742036,0.95455,0.921959,0.938344,0.898571,0.996453,0.993746,1115.281,1252681809.0,5.422,0.13957,0.9859,0.0002,0.9858,0.0002,0.9911,0.0012,0.9798,0.0009,0.9795,0.0009,0.9875,0.0047,1123.198,1.007276,1919319.0,166813308.0,195011899.0
