(current_cut)_Total_HMS_EL-REAL_Triggers,(current_cut)_Total_SHMS_EL-REAL_Triggers,Accepted_HMS_Triggers,Accepted_SHMS_Triggers,BCM2_Beam_Cut_Charge,BCM2_Beam_Cut_Current,BCM2_Charge,BCM2_Current,BCM_Cut_HMS_Run_Length,BCM_Cut_SHMS_Run_Length,Beam_Energy,EDTM_Accepted_Triggers,HMS_Angle,HMS_CPULT,HMS_CPULT_ERROR,HMS_Cal_ALL_Elec_Eff,HMS_Cal_ALL_Elec_Eff_ERROR,HMS_Cal_SING_Elec_Eff,HMS_Cal_SING_Elec_Eff_ERROR,HMS_Cer_ALL_Elec_Eff,HMS_Cer_ALL_Elec_Eff_ERROR,HMS_Cer_SING_Elec_Eff,HMS_Cer_SING_Elec_Eff_ERROR,HMS_EL-REAL_Trigger_Rate,HMS_Elec_ALL_TRACK_EFF,HMS_Elec_ALL_TRACK_EFF_ERROR,HMS_Elec_SING_TRACK_EFF,HMS_Elec_SING_TRACK_EFF_ERROR,HMS_Hodo_3_of_4_EFF,HMS_Hodo_4_of_4_EFF,HMS_Hodo_Plane_1,HMS_Hodo_Plane_2,HMS_Hodo_Plane_3,HMS_Hodo_Plane_4,HMS_Hodo_S1XY,HMS_Hodo_S2XY,HMS_Hodoscope_S1X_Rate,HMS_Hodoscope_S1X_Triggers,HMS_P_Central,HMS_Particle_Mass,HMS_Run_Length,Non_Scaler_EDTM_Live_Time,Non_Scaler_EDTM_Live_Time_Corr,Non_Scaler_EDTM_Live_Time_Corr_ERROR,Non_Scaler_EDTM_Live_Time_ERROR,Pre-Scaled_HMS_EL-REAL_Triggers,Pre-Scaled_SHMS_EL-REAL_Triggers,Ps1_factor,Ps2_factor,Ps3_factor,Ps4_factor,Ps5_factor,Ps6_factor,Run_Number,SHMS_Aero_ALL_Elec_Eff,SHMS_Aero_ALL_Elec_Eff_ERROR,SHMS_Aero_SING_Elec_Eff,SHMS_Aero_SING_Elec_Eff_ERROR,SHMS_Angle,SHMS_CPULT,SHMS_CPULT_ERROR,SHMS_Cal_ALL_Elec_Eff,SHMS_Cal_ALL_Elec_Eff_ERROR,SHMS_Cal_SING_Elec_Eff,SHMS_Cal_SING_Elec_Eff_ERROR,SHMS_EL-REAL_Trigger_Rate,SHMS_Elec_ALL_TRACK_EFF,SHMS_Elec_ALL_TRACK_EFF_ERROR,SHMS_Elec_SING_TRACK_EFF,SHMS_Elec_SING_TRACK_EFF_ERROR,SHMS_HGC_ALL_Elec_Eff,SHMS_HGC_ALL_Elec_Eff_ERROR,SHMS_HGC_SING_Elec_Eff,SHMS_HGC_SING_Elec_Eff_ERROR,SHMS_Hodo_3_of_4_EFF,SHMS_Hodo_4_of_4_EFF,SHMS_Hodo_Plane_1,SHMS_Hodo_Plane_2,SHMS_Hodo_Plane_3,SHMS_Hodo_Plane_4,SHMS_Hodo_S1XY,SHMS_Hodo_S2XY,SHMS_Hodoscope_S1X_Rate,SHMS_Hodoscope_S1X_Triggers,SHMS_P_Central,SHMS_Particle_Mass,SHMS_Run_Length,Target_Mass_(amu),Total_HMS_EL-REAL_Triggers,Total_SHMS_EL-REAL_Triggers
191574.0,483468540.0,192315.0,1939982.0,146.453,53.258,146.452,51.758,2749.885,2771.272,9.171712,28205.0,23.53,1.0003,0.0,1e+38,1e+38,1e+38,1e+38,0.9977,0.0002,0.9977,0.0002,0.069,0.9964,0.0076,0.9964,0.0076,0.99649,0.754303,0.998733,0.997254,0.989141,0.765653,0.999997,0.997455,68.801,189195762.0,5.202,0.000511,2749.885,1.0003,1.0003,0.0,0.0,0.0,53750165.0,1.0,9.0,1.0,0.0,1.0,1.0,12092.0,0.9984,0.0016,0.9984,0.0,10.26,0.004,0.0,0.9914,0.0001,0.9918,0.0001,174.457,0.9891,0.0016,0.9891,0.0016,0.959,0.0016,0.959,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,907.004,2513554718.0,6.719,0.000511,2771.272,1.007276,191574.0,483468540.0
9855.0,17966228.0,9852.0,280409.0,15.047,39.397,15.047,39.397,381.942,381.942,9.171712,3807.0,23.53,0.9997,0.0,1e+38,1e+38,1e+38,1e+38,0.9974,0.0012,0.9974,0.0012,0.026,0.9961,0.0361,0.9961,0.0361,0.998001,0.762798,0.999459,0.998962,0.992935,0.76944,0.999999,0.998371,20.137,7691026.0,5.202,0.000511,381.942,1.0,1.0,0.0,0.0,0.0,2566604.0,1.0,7.0,1.0,0.0,1.0,1.0,12093.0,0.9985,0.004,0.9985,0.0001,10.26,0.0156,0.0,0.9942,0.0002,0.9942,0.0002,47.039,0.9933,0.004,0.9933,0.004,0.9727,0.004,0.9727,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.501,94530748.0,6.719,0.000511,381.942,1.007276,9855.0,17966228.0
100568.0,108663776.0,105712.0,1703134.0,78.074,62.869,78.069,42.375,1241.858,1366.046,9.171712,18364.0,23.53,1.0006,0.0,1e+38,1e+38,1e+38,1e+38,0.998,0.0003,0.998,0.0003,0.074,0.9958,0.0104,0.9957,0.0104,0.996888,0.758507,0.998547,0.99696,0.991139,0.768739,0.999996,0.997951,80.526,100001955.0,5.202,0.000511,1241.858,1.0004,1.0004,0.0,0.0,0.0,15569815.0,1.0,7.0,1.0,0.0,1.0,1.0,12094.0,0.9985,0.0018,0.9985,0.0,11.73,0.0156,0.0,0.9915,0.0001,0.9917,0.0001,79.546,0.9924,0.0018,0.9924,0.0018,0.9635,0.0018,0.9634,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,670.465,915886555.0,6.719,0.000511,1366.046,1.007276,100568.0,108663776.0
7577.0,5331557.0,11753.0,90462.0,11.064,35.885,11.06,15.061,308.323,324.292,9.171712,7318.0,23.53,1.0002,0.0001,1e+38,1e+38,1e+38,1e+38,0.9993,0.0007,0.9993,0.0007,0.023,0.9982,0.0421,0.9982,0.0421,0.997269,0.768003,1.0,0.99926,0.988488,0.777523,1.0,0.997439,18.194,5609690.0,5.202,0.000511,308.323,1.0,1.0,0.0,0.0,0.0,772222.0,1.0,7.0,1.0,0.0,1.0,1.0,12095.0,0.9987,0.008,0.9987,0.0002,11.73,0.0167,0.0001,0.9925,0.0005,0.9925,0.0005,16.441,0.9953,0.0077,0.9953,0.0077,0.9754,0.0081,0.9754,0.0009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.269,48082614.0,6.719,0.000511,324.292,1.007276,7577.0,5331557.0
8441.0,6201352.0,13012.0,696683.0,12.684,38.445,12.68,16.266,329.919,327.917,9.171712,7771.0,23.53,1.0009,0.0001,1e+38,1e+38,1e+38,1e+38,0.9988,0.0009,0.9988,0.0009,0.026,0.9962,0.0387,0.9962,0.0387,0.997906,0.749944,1.0,0.998738,0.992683,0.756426,1.0,0.998218,19.369,6390126.0,5.202,0.000511,329.919,1.0009,1.0009,0.0,0.0,0.0,1552112.0,1.0,4.0,1.0,0.0,1.0,1.0,12097.0,0.9987,0.0028,0.9987,0.0001,11.73,0.1122,0.0001,0.993,0.0002,0.993,0.0002,18.911,0.9952,0.0027,0.9952,0.0027,0.9753,0.0028,0.9753,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.232,55821878.0,6.719,0.000511,327.917,1.007276,8441.0,6201352.0
72924.0,35968395.0,73955.0,1103891.0,57.245,63.711,57.247,54.391,898.513,960.12,9.171712,10481.0,23.53,0.9991,0.0,1e+38,1e+38,1e+38,1e+38,0.9981,0.0003,0.9981,0.0003,0.076,0.996,0.0122,0.996,0.0122,0.996158,0.745706,0.99835,0.996607,0.989322,0.757571,0.999994,0.997411,81.307,73055557.0,5.202,0.000511,898.513,0.9991,0.9991,0.0003,0.0003,0.0,6008976.0,1.0,6.0,1.0,0.0,1.0,1.0,12099.0,0.9986,0.0025,0.9986,0.0001,13.12,0.0306,0.0,0.9891,0.0002,0.9892,0.0002,37.462,0.9953,0.0024,0.9953,0.0024,0.9696,0.0025,0.9696,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,533.179,511916127.0,6.719,0.000511,960.12,1.007276,72924.0,35968395.0
9484.0,3068137.0,10418.0,347772.0,14.569,38.141,14.568,31.515,381.974,373.96,9.171712,4605.0,23.53,0.9996,0.0002,1e+38,1e+38,1e+38,1e+38,0.9973,0.0012,0.9973,0.0012,0.025,0.9973,0.0368,0.9973,0.0368,0.996956,0.762505,0.999444,0.99774,0.989491,0.772778,0.999999,0.997612,19.208,7336769.0,5.202,0.000511,381.974,0.9995,0.9995,0.0003,0.0003,0.0,773748.0,1.0,4.0,1.0,0.0,1.0,1.0,12100.0,0.9988,0.0045,0.9988,0.0001,13.12,0.1124,0.0002,0.9898,0.0003,0.9898,0.0003,8.204,0.9969,0.0042,0.9969,0.0042,0.9777,0.0046,0.9778,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.726,48886446.0,6.719,0.000511,373.96,1.007276,9484.0,3068137.0
8107.0,6006085.0,8433.0,672508.0,12.407,38.351,12.407,35.488,323.51,319.477,9.171712,3483.0,23.53,0.9993,0.0001,1e+38,1e+38,1e+38,1e+38,0.9981,0.0011,0.9981,0.0011,0.025,0.9968,0.0397,0.9968,0.0397,0.997728,0.746892,1.0,0.99933,0.991453,0.753836,1.0,0.997896,19.611,6344405.0,5.202,0.000511,323.51,0.9997,0.9997,0.0003,0.0003,0.0,1509054.0,1.0,4.0,1.0,0.0,1.0,1.0,12101.0,0.9986,0.0028,0.9986,0.0001,11.735,0.1114,0.0001,0.9933,0.0002,0.9933,0.0002,18.8,0.9954,0.0027,0.9954,0.0027,0.9751,0.0029,0.9751,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.945,54293577.0,6.719,0.000511,319.477,1.007276,8107.0,6006085.0
103567.0,11568802.0,105967.0,1298629.0,81.479,65.656,81.48,53.046,1240.992,1293.094,9.171712,15299.0,23.53,0.9994,0.0001,1e+38,1e+38,1e+38,1e+38,0.9975,0.0003,0.9975,0.0003,0.08,0.9959,0.0102,0.9959,0.0102,0.996829,0.764906,0.99847,0.997251,0.990249,0.775754,0.999996,0.997813,84.075,104335844.0,5.202,0.000511,1240.992,0.9994,0.9994,0.0002,0.0002,0.0,2893240.0,1.0,4.0,1.0,0.0,1.0,1.0,12102.0,0.9986,0.0035,0.9986,0.0001,15.725,0.1122,0.0001,0.961,0.0005,0.961,0.0005,8.947,0.9977,0.003,0.9977,0.003,0.9828,0.0035,0.9828,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,385.033,497883689.0,6.719,0.000511,1293.094,1.007276,103567.0,11568802.0
7675.0,531552.0,7756.0,526378.0,11.931,37.638,11.931,37.638,317.003,303.098,9.171712,3129.0,23.53,0.9918,0.0001,1e+38,1e+38,1e+38,1e+38,0.9979,0.0012,0.9979,0.0012,0.025,0.9974,0.0415,0.9974,0.0416,0.997577,0.746639,0.997792,0.998678,0.993733,0.754007,0.999997,0.998458,19.055,6040375.0,5.202,0.000511,317.003,0.9905,0.9905,0.0017,0.0017,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,12103.0,0.9989,0.0055,0.9989,0.0001,15.725,0.9884,0.0001,0.9621,0.0007,0.9621,0.0007,1.754,0.9982,0.0046,0.9982,0.0046,0.9846,0.0055,0.9846,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.778,28120728.0,6.719,0.000511,303.098,1.007276,7675.0,531552.0
82491.0,5803312.0,83488.0,1171657.0,57.705,63.196,57.706,57.281,913.107,1036.618,9.171712,11142.0,23.53,1.0006,0.0002,1e+38,1e+38,1e+38,1e+38,0.9974,0.0004,0.9974,0.0004,0.08,0.9965,0.0115,0.9965,0.0115,0.996684,0.76233,0.998147,0.996941,0.9904,0.773515,0.999994,0.997826,81.135,74084558.0,5.202,0.000511,913.107,1.001,1.001,0.0,0.0,0.0,1937500.0,1.0,3.0,1.0,0.0,1.0,1.0,12106.0,0.9987,0.0046,0.9987,0.0001,16.55,0.2016,0.0002,0.9275,0.0008,0.9275,0.0008,5.598,0.9981,0.0037,0.9981,0.0037,0.9832,0.0046,0.9832,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,348.565,361328190.0,6.719,0.000511,1036.618,1.007276,82491.0,5803312.0
1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,9.171712,1e+38,23.53,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,5.202,0.000511,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,12108.0,1e+38,1e+38,1e+38,1e+38,16.55,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,6.719,0.000511,1e+38,1.007276,1e+38,1e+38
10791.0,206428.0,10792.0,206396.0,15.024,39.322,15.024,39.322,382.083,382.083,9.171712,3809.0,25.02,1.0001,0.0,1e+38,1e+38,1e+38,1e+38,0.9952,0.0014,0.9952,0.0014,0.028,0.9976,0.0312,0.9976,0.0312,0.99698,0.764704,0.999125,0.999144,0.988358,0.775053,0.999999,0.997381,17.86,6823881.0,4.707,0.000511,382.083,1.0003,1.0003,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,12109.0,0.9988,0.015,0.9988,0.0004,17.79,0.9998,0.0,0.8357,0.0036,0.8357,0.0036,0.54,0.999,0.0114,0.999,0.0114,0.9903,0.015,0.9903,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.289,28384610.0,6.719,0.000511,382.083,1.007276,10791.0,206428.0
7620.0,138484.0,7621.0,138464.0,10.051,33.523,10.051,33.523,299.814,299.814,9.171712,2989.0,25.02,1.0001,0.0,1e+38,1e+38,1e+38,1e+38,0.9959,0.0015,0.9959,0.0015,0.025,0.9964,0.0377,0.9964,0.0377,0.997657,0.768191,0.99934,0.998773,0.991459,0.776273,0.999999,0.998089,15.318,4592579.0,4.707,0.000511,299.814,1.0007,1.0007,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,12110.0,0.9976,0.0186,0.9976,0.0006,17.79,0.9999,0.0,0.8268,0.0045,0.8268,0.0045,0.462,0.9991,0.014,0.9991,0.014,0.9929,0.0186,0.9929,0.0011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.404,19009490.0,6.719,0.000511,299.814,1.007276,7620.0,138484.0
62624.0,1948371.0,63017.0,655131.0,41.274,67.66,41.276,65.508,610.02,628.213,9.171712,6512.0,25.02,1.002,0.0003,1e+38,1e+38,1e+38,1e+38,0.9964,0.0004,0.9964,0.0004,0.1,0.9963,0.0112,0.9963,0.0112,0.997222,0.771566,0.998421,0.996903,0.992075,0.781379,0.999995,0.998268,77.823,47473464.0,4.707,0.000511,610.02,1.0019,1.0019,0.0,0.0,0.0,974918.0,1.0,2.0,1.0,0.0,1.0,1.0,12111.0,0.9988,0.0094,0.9988,0.0002,17.79,0.336,0.0003,0.7934,0.0024,0.7934,0.0024,3.101,0.998,0.0069,0.998,0.0069,0.9967,0.0094,0.9967,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329.532,207016413.0,6.719,0.000511,628.213,1.007276,62624.0,1948371.0
