COINTRIG_cut,COINTRIG_scaler,COIN_PS,CPULT_scaler,CPULT_scaler_uncern,HMSTRIG_cut,HMSTRIG_scaler,HMS_PS,HMS_eLT_scaler,HMS_eLT_scaler_uncern,HMS_track,HMS_track_uncern,PS1,PS2,PS3,PS4,PS5,PS6,SHMSTRIG_cut,SHMSTRIG_scaler,SHMS_PS,SHMS_eLT_scaler,SHMS_eLT_scaler_uncern,SHMS_track,SHMS_track_uncern,accp_edtm,charge,curr_corr,h_int_etotnorm_evts,h_int_etottracknorm_evts,haccp_edtm,p_int_etotnorm_evts,p_int_etottracknorm_evts,paccp_edtm,run number,sent_edtm,sent_edtm_PS,time,tot_events,c_int_Track_events,c_int_noTrack_events,c_int_Track_Rand_events,c_int_noTrack_Rand_events,HMS_3-4Trig_scaler,SHMS_3-4Trig_scaler
11688.0,106874.0,1.0,0.9890210415869188,0.0014492661565354,49408.0,5299215.0,5.0,0.9896632112237258,0.0011131766989867,0.9977,0.0001,129.0,,,5.0,1.0,,,195660316.0,129.0,0.9896632112237258,0.0011131766989867,0.9956,0.0002,10718.0,19711.68264336972,1.0014055839271194,735114.2509643948,738617.4798797169,4169.0,59434.87889317599,55717.55037619374,6112.0,12257,11045.0,11045.0,1108.256972,2664093,1084395.1840153462,1084092.6121218912,747022.8963783255,746141.1458381658,9871254.0,195660316.0
14136.0,640770.0,1.0,0.977012671560313,0.0030291235509728,28407.0,12818982.0,17.0,0.9605212989542788,0.0017693968655853,0.9974,0.0001,1025.0,,,17.0,1.0,,,462403920.0,1025.0,0.9605212989542788,0.0017693968655853,0.9935,0.0005,6305.0,48434.952271832975,1.0003641689755574,874281.1104465803,876318.8287867468,2461.0,46990.54269627031,42729.50098205737,1558.0,12220,7032.0,7031.999999999999,705.5402780000001,1803522,3146929.454136515,3143853.4860578813,6157256.190179629,6148484.331554279,24111196.0,462403920.0
16979.0,1642236.0,1.0,0.997202204398984,0.0292322799658365,2070.0,84627211.0,513.0,0.983864792441556,0.0011580150540022,0.997,0.0003,4097.0,,,513.0,1.0,,,409731372.0,4097.0,0.983864792441556,0.0011580150540022,0.9937,0.0006,14099.0,100113.02170826487,1.0003778176537836,530504.8994583072,528441.1141988622,1190.0,162335.5703794769,157826.1783585683,728.0,14624,15078.0,15078.0,1512.9786789999998,1899729,3984872.859940908,3983933.598929541,2409613.635143773,2409683.340656941,284616961.0,409731372.0
39441.0,1840367.0,1.0,0.9968779248657744,0.008978010657981,9995.0,109060227.0,257.0,0.986728694632542,0.0008082237755134,0.9974,0.0002,4097.0,,,257.0,1.0,,,1164515675.0,4097.0,0.986728694632542,0.0008082237755134,0.9957,0.0003,49429.0,129650.5459810878,1.0010042469822609,689530.1854511107,693528.2781403689,8121.0,247077.4474247729,237382.52707190803,5539.0,14604,51905.0,51905.0,5208.046782,2543252,7216997.886427021,7209298.531391757,3298890.873442173,3298875.2704628524,374459451.0,1164515675.0
12662.0,178856.0,1.0,0.9896744175305192,0.0017568047790274,37691.0,7444375.0,9.0,0.9857047451977275,0.0012039561399979,0.9976,0.0001,257.0,,,9.0,1.0,,,274748554.0,257.0,0.9857047451977275,0.0012039561399979,0.9958,0.0002,10792.0,27804.837080282923,1.0010169079400957,635195.235637099,637884.203669257,4253.0,46797.12963081909,43812.84597750881,5623.0,12246,11271.0,11270.999999999998,1130.998384,2058550,1571949.6667983332,1569468.6392930616,1450075.5597871952,1449146.891660519,13905382.0,274748554.0
13523.0,116192.0,1.0,0.9908335408385172,0.0013969650218196,53377.0,5725232.0,5.0,0.989680981810342,0.0010909419724172,0.9977,0.0001,129.0,,,5.0,1.0,,1.0,211369616.0,129.0,0.989680981810342,0.0010909419724172,0.9962,0.0002,11559.0,21296.00039315443,1.0014082850099233,792873.7376013598,796628.6879386089,4499.0,63897.46309144748,59828.00978587945,6575.0,12254,11955.0,11955.0,1199.6335250000002,2873183,1182038.494284131,1179656.6901956412,813215.5176177225,811185.4952836727,10661837.0,211369616.0
13493.0,116662.0,1.0,0.9895646501067784,0.0013888716074064,53539.0,5775639.0,5.0,0.9896677567145749,0.0010891504583296,0.9977,0.0001,129.0,,,5.0,1.0,,,213315269.0,129.0,0.9896677567145749,0.0010891504583296,0.9959,0.0002,11652.0,21493.5549429446,1.0014059040619483,798193.9572902671,802457.7516967749,4542.0,64406.47501995486,60274.37388154599,6621.0,12255,12045.0,12045.0,1208.7150480000005,2894870,1176173.0130305523,1174527.3679945664,815692.5713409076,814465.9878353276,10757183.0,213315269.0
15658.0,209611.0,1.0,0.9897601782446496,0.0016178016518935,44641.0,8776034.0,9.0,0.9857049336389722,0.0011556707506383,0.9976,0.0001,257.0,,,9.0,1.0,,,323617380.0,257.0,0.9857049336389722,0.0011556707506383,0.9959,0.0002,12748.0,32746.91244613044,1.0010163552794404,749104.5228490505,753402.622144959,4991.0,55578.7735193556,51984.70957398824,6626.0,12248,13267.0,13266.999999999998,1331.2998940000002,2429400,1872749.734111257,1869416.5265914344,1687112.3413784748,1682935.6100326409,16380827.0,323617380.0
13762.0,191066.0,1.0,0.9897564872622304,0.0016954201248597,40390.0,7990637.0,9.0,0.9857659340497212,0.0011804249648166,0.9975,0.0001,257.0,,,9.0,1.0,,,294761766.0,257.0,0.9857659340497212,0.0011804249648166,0.9958,0.0002,11627.0,29833.26366312344,1.0010193626850017,679396.3534703697,682290.1570573184,4575.0,50304.08410356328,47003.072243166185,6079.0,12243,12123.0,12123.0,1216.43663,2206694,1673676.8405616945,1671062.6960959756,1529474.5711445292,1529142.9108370747,14921115.0,294761766.0
15564.0,406787.0,1.0,0.9871280812472448,0.0021301738333073,28186.0,12486420.0,17.0,0.9772681458872154,0.0013395555222904,0.9974,0.0001,513.0,,,17.0,1.0,,,457812165.0,513.0,0.9772681458872154,0.0013395555222904,0.9952,0.0003,11126.0,46767.25290170062,1.0006379433967976,722305.7433269939,725749.1487652601,3947.0,50870.22987330634,47266.824409701,4955.0,12238,11894.0,11894.0,1193.3944070000002,2011248,2806278.9811288994,2804038.140858948,3713424.822762976,3709898.7917492064,23382503.0,457812165.0
13549.0,183094.0,1.0,0.9896100557402472,0.001733636167835,38543.0,7642222.0,9.0,0.9857548983958976,0.001194106903302,0.9976,0.0001,257.0,,,9.0,1.0,,,281929208.0,257.0,0.9857548983958976,0.001194106903302,0.9957,0.0002,11073.0,28530.518026142592,1.0010174827477158,650520.4298501636,653383.9275646106,4389.0,47994.69339105695,44836.42945301771,5799.0,12245,11571.0,11571.0,1161.172395,2107109,1625761.1558926955,1622905.2286652736,1467375.7397735575,1464218.6319258974,14265936.0,281929208.0
13805.0,156012.0,1.0,0.99201902335637,0.0015351028476995,91352.0,12893931.0,9.0,0.9938278166083578,0.0009585806567256,0.9976,0.0001,129.0,,,9.0,1.0,,,126250106.0,129.0,0.9938278166083578,0.0009585806567256,0.9977,0.0001,11633.0,9410.941487591672,1.0031718496884034,843461.9960883211,842944.0820383639,6478.0,120473.20611211864,119374.680318342,4455.0,12216,11898.0,11898.0,1194.0036730000002,2554380,2064705.7174679127,2063306.0754737032,906379.0277126646,906260.1630786392,29749268.0,126250106.0
16374.0,414972.0,1.0,0.9868676886423212,0.0021129449745295,28954.0,12697915.0,17.0,0.977195726681232,0.0013360320283495,0.9975,0.0001,513.0,,,17.0,1.0,,,465642595.0,513.0,0.977195726681232,0.0013360320283495,0.9946,0.0003,11275.0,47572.742348677006,1.0006365444922862,733586.4105393791,736098.0822908848,4025.0,52027.521125977335,48247.67991952345,5027.0,12234,12071.0,12071.0,1211.286685,2049864,2842183.7523018345,2837701.6843908364,3788078.422415568,3780514.497834169,23777865.0,465642595.0
14533.0,125781.0,1.0,0.9900870590598584,0.0013380897523144,57779.0,6226250.0,5.0,0.9896914082401942,0.0010674693543213,0.9977,0.0001,129.0,,,5.0,1.0,,,230116930.0,129.0,0.9896914082401942,0.0010674693543213,0.9964,0.0002,12627.0,23166.963545932944,1.0014113157432207,863218.3724324942,867353.6015764053,4917.0,69363.10963772036,65046.58938519878,7234.0,12252,13032.0,13032.0,1307.836015,3128261,1276748.076154661,1275588.9004427365,881376.28086336,879724.5334902755,11597071.0,230116930.0
14970.0,512688.0,1.0,0.9815559245503716,0.0022390346122667,24725.0,12385700.0,17.0,0.968781144617872,0.001579753348178,0.9973,0.0001,513.0,,,17.0,1.0,,,450810776.0,513.0,0.968781144617872,0.001579753348178,0.9943,0.0003,7813.0,46438.125779467984,1.000464087184038,775959.7783576979,778265.1995859664,2591.0,55397.35700568452,51038.08171464549,3261.0,12233,8592.0,8592.0,862.0535610000001,2076534,2909556.7495142445,2905407.028440962,4866299.666022699,4854583.540786227,23262907.0,450810776.0
12113.0,107700.0,1.0,0.9901742399152004,0.0014418184983994,49687.0,5360197.0,5.0,0.9896919841378714,0.001108039344414,0.9976,0.0001,129.0,,,5.0,1.0,,,198197259.0,129.0,0.9896919841378714,0.001108039344414,0.9963,0.0002,10869.0,19950.85846545215,1.0014106837958243,743010.8122778316,746364.7337667223,4092.0,59824.91127497476,56056.56739597941,5966.0,12251,11219.0,11219.000000000004,1125.7741099999998,2693877,1090989.815968305,1090021.761727109,765029.1066311053,763669.851630947,9988492.0,198197259.0
12840.0,113642.0,1.0,0.9895933201701133,0.0014098656156287,52026.0,5603614.0,5.0,0.9896927537156224,0.0010957552378564,0.9978,0.0001,129.0,,,5.0,1.0,,,207205542.0,129.0,0.9896927537156224,0.0010957552378564,0.9958,0.0002,11332.0,20857.58275921617,1.0014128105826154,777468.907768095,780969.1851302639,4398.0,62560.32004571173,58494.14377983875,6450.0,12250,11747.0,11747.0,1178.712546,2815742,1151824.8297383625,1151001.35086562,785560.9390758171,785075.5411915733,10439778.0,207205542.0
17606.0,230062.0,1.0,0.9897566923167436,0.00154361375132,48616.0,9640263.0,9.0,0.9857469247055336,0.0011272647302336,0.9978,0.0001,257.0,,,9.0,1.0,,1.0,355372259.0,257.0,0.9857469247055336,0.0011272647302336,0.9954,0.0002,14008.0,35974.30506759552,1.0010206321881967,820442.9294758603,823884.4966927121,5506.0,60588.37806147441,56650.40893294528,7271.0,12244,14637.0,14637.0,1468.661348,2658863,2025288.4452465128,2022554.1819395288,1860653.9426228183,1856152.1987391976,17990579.0,355372259.0
24694.0,2372573.0,1.0,0.9972677957766772,0.0241687701824463,2951.0,122309369.0,513.0,0.9838884174018468,0.0010529321594512,0.9965,0.0003,4097.0,,,513.0,1.0,,,597676592.0,4097.0,0.9838884174018468,0.0010529321594512,0.9927,0.0006,20590.0,146392.88077741885,1.0003776050625308,765335.6116876112,762295.4180589673,1732.0,234759.20931334657,228236.9567391525,1075.0,14613,22036.0,22036.0,2211.147716,2752460,5851357.225418254,5848965.252288056,3587331.929167692,3586827.757227096,415222110.0,597676592.0
16422.0,186325.0,1.0,0.9921819677035788,0.0014030475204659,108567.0,15429692.0,9.0,0.9938263322814184,0.0009164462743928,0.9976,0.0001,129.0,,,9.0,1.0,,1.0,151190148.0,129.0,0.9938263322814184,0.0009164462743928,0.9976,0.0001,13954.0,11260.986822454204,1.0031728602264909,1008258.2599756244,1007936.2919317556,7760.0,144198.2761650895,142643.5390555233,5346.0,12214,14242.0,14242.0,1429.181488,3053750,2458286.0807765163,2456529.4839590164,1073758.0820073716,1070278.285137415,35584238.0,151190148.0
1434.0,25191.0,1.0,0.9974596279335852,0.0217740316671266,533.0,4470867.0,257.0,0.998132408540375,0.001078444463002,0.9971,0.0006,513.0,,,257.0,1.0,,,7178597.0,513.0,0.998132408540375,0.001078444463002,1.0,,2205.0,2649.175825037352,0.997242417418294,32735.795859557675,32670.424411445565,662.0,4533.072018215528,4571.936864664888,533.0,16270,2206.0,2205.9999999999995,221.373367,56961,384175.1274630801,384568.7690753301,139484.55339063832,139573.1181611824,5678767.0,7178597.0
23835.0,821640.0,1.0,0.9892446071738088,0.0017811862194154,40778.0,37840952.0,33.0,0.9845735276203306,0.0011622502933073,0.9972,0.0001,257.0,,,33.0,1.0,,,368903255.0,257.0,0.9845735276203306,0.0011622502933073,0.9965,0.0001,13235.0,27841.86415435887,1.0012658119946498,1052438.2942575612,1049475.897460591,4394.0,241286.4957672665,236799.0624484356,5582.0,12203,14049.0,14049.000000000002,1409.702624,3364488,6381983.12067737,6376152.55894327,6167629.894074662,6157552.577994075,87492837.0,368903255.0
17545.0,195654.0,1.0,0.9913303409801348,0.0013669718264022,114753.0,16230934.0,9.0,0.9938177796757882,0.0009056541271619,0.9976,0.0001,129.0,,,9.0,1.0,,,158967474.0,129.0,0.9938177796757882,0.0009056541271619,0.9977,0.0001,14597.0,11844.887961741457,1.0031722164761174,1056644.1894787285,1056237.8552779397,8103.0,151977.15228371674,150429.23016728196,5625.0,12213,14977.0,14977.000000000002,1502.98195,3203383,2602992.9242440527,2599693.16098891,1116387.184516314,1113366.217892666,37437060.0,158967474.0
17328.0,192923.0,1.0,0.9923381776684228,0.0013772904635634,112799.0,16014419.0,9.0,0.993820190014696,0.0009084589362896,0.9976,0.0001,129.0,,,9.0,1.0,,,156889391.0,129.0,0.993820190014696,0.0009084589362896,0.9976,0.0001,14465.0,11687.057599673184,1.003179938160914,1046210.4844991724,1045988.721148189,8035.0,149834.56783527767,148149.8550239194,5559.0,12215,14815.0,14815.000000000002,1486.564818,3170857,2549023.3275392493,2546832.466181863,1107568.6743578976,1105235.3250436075,36936884.0,156889391.0
18335.0,470381.0,1.0,0.9886465261333376,0.0016784452512856,84006.0,25611092.0,17.0,0.9876934651043188,0.0011434203974744,0.9972,0.0001,257.0,,,17.0,1.0,,,249712917.0,257.0,0.9876934651043188,0.0011434203974744,0.9969,0.0001,11353.0,18785.67025901283,1.0015845615016434,1054112.379240056,1053152.985046496,5777.0,160865.7938216455,158315.31149822957,3762.0,12207,11866.0,11866.0,1190.681995,2925700,4244689.974519521,4241538.279177647,3413442.6493325685,3403226.04392456,59129414.0,249712917.0
3597.0,874558.0,1.0,0.9982783427467612,0.0521427160192263,666.0,64942823.0,1025.0,0.9906872429455148,0.0012361336752513,0.9947,0.0004,2049.0,,,1025.0,1.0,,,104326021.0,2049.0,0.9906872429455148,0.0012361336752513,0.9877,0.0061,6159.0,38880.25676347115,0.999444671114382,728586.133364965,719979.1192409048,625.0,108215.86378394192,108123.32300406502,501.0,16273,6521.0,6521.0,654.2827169999999,988865,6467517.514902538,6473020.831039224,9070819.294043615,9085320.366853172,82926283.0,104326021.0
33754.0,2809371.0,1.0,0.9962192715431204,0.0173257277641745,7619.0,112604200.0,257.0,0.9792102990671914,0.0009958773472693,0.997,0.0002,8193.0,,,257.0,1.0,,,1250278865.0,8193.0,0.9792102990671914,0.0009958773472693,0.9929,0.0005,33384.0,134682.745185419,1.0006671681437462,956584.1090446094,958994.890869713,4120.0,330044.9165320486,312677.9956115459,1469.0,14603,35821.0,35821.0,3594.241484,3389287,7421746.028664325,7415740.206957178,4913580.482795672,4912978.676588802,387462565.0,1250278865.0
17929.0,331222.0,1.0,0.99225419922499,0.0014367420125114,55717.0,21799471.0,17.0,0.9907422564303644,0.0010306357434398,0.9974,0.0001,129.0,,,17.0,1.0,,1.0,213317887.0,129.0,0.9907422564303644,0.0010306357434398,0.9973,0.0001,12986.0,15977.085633734076,1.002112848838572,862666.8209774798,861529.6222795091,5055.0,208332.4356880555,205773.4354929626,6618.0,12209,13456.0,13456.0,1350.286673,3241865,3564342.828269233,3564017.176437884,2211953.300238456,2208405.9831106584,50332291.0,213317887.0
6776.0,1300981.0,1.0,0.9984830889688718,0.0289047375758812,1049.0,128937937.0,1025.0,0.9937439157006532,0.0008525865828897,0.9958,0.0003,2049.0,,,1025.0,1.0,,,207286343.0,2049.0,0.9937439157006532,0.0008525865828897,0.9968,0.0022,18581.0,76900.11609602,0.9991680930844224,1111684.636884998,1103954.4082084666,1506.0,165013.65501968487,165516.06626045212,1218.0,16266,19318.0,19318.000000000004,1938.598133,1525856,12194656.845608609,12203594.064503515,12530114.366981486,12548230.433314512,164251927.0,207286343.0
17440.0,329664.0,1.0,0.9913938170135304,0.0014356945721746,55712.0,21778214.0,17.0,0.9907468311769952,0.0010305554779541,0.9976,0.0001,129.0,,,17.0,1.0,,,213174008.0,129.0,0.9907468311769952,0.0010305554779541,0.9974,0.0001,12971.0,15955.302485611544,1.0021158007129882,859740.3736370392,860777.2368544424,5028.0,207672.98169614573,205160.92632426348,6624.0,12210,13457.0,13457.0,1350.329615,3235532,3535757.083433044,3532800.684543055,2210422.6058237264,2205177.800287516,50264842.0,213174008.0
3426.0,1289386.0,1.0,0.9944300307229752,0.0577742717133637,386.0,77051309.0,1025.0,0.987664289700108,0.0013643073223024,0.9947,0.0004,2049.0,,,1025.0,1.0,,,123794553.0,2049.0,0.987664289700108,0.0013643073223024,0.9922,0.0045,5458.0,46964.9298499014,0.999585495731044,1040389.9843131152,1024713.587653802,276.0,156656.4181096232,155648.93340301377,228.0,16260,5879.0,5878.999999999999,589.914058,1421765,8016212.460641833,8023479.028609367,13632558.568909269,13654387.781665014,98656278.0,123794553.0
17688.0,2089238.0,1.0,0.9888905948041512,0.0068756636628043,5471.0,54571283.0,129.0,0.9690841987673026,0.0015112363082574,0.9964,0.0002,1025.0,,,129.0,1.0,,,527691517.0,1025.0,0.9690841987673026,0.0015112363082574,0.9947,0.0002,9066.0,40407.48635173346,1.0006316058731752,1334340.0011041283,1323137.8291313646,1242.0,273405.7694796689,262747.7994302173,1560.0,12201,10173.0,10173.000000000002,1020.864228,2993464,9885625.22149757,9875681.514335072,16269757.296100171,16253605.689068409,126394759.0,527691517.0
19541.0,505435.0,1.0,0.988220199855484,0.0016227977949433,89294.0,27393213.0,17.0,0.9876671332926028,0.0011252640739134,0.9973,0.0001,257.0,,,17.0,1.0,,,267369724.0,257.0,0.9876671332926028,0.0011252640739134,0.997,0.0001,12152.0,20103.43056585206,1.0015830784960185,1127038.8168863086,1125088.4956361984,6182.0,172734.8060085081,169850.16377009766,4035.0,12205,12686.0,12686.0,1273.012345,3133732,4574774.733644816,4570181.149965939,3672864.7813629033,3664691.4044698672,63274088.0,267369724.0
19555.0,503427.0,1.0,0.9884819265476472,0.0016257780034564,88905.0,27287159.0,17.0,0.9876477415363584,0.0011269763146112,0.9974,0.0001,257.0,,,17.0,1.0,,,266592646.0,257.0,0.9876477415363584,0.0011269763146112,0.9967,0.0001,12096.0,20038.14754003029,1.0015834129458132,1120536.4496168653,1118296.3515045375,6130.0,171232.86170447193,168519.479094077,4028.0,12206,12647.0,12647.0,1269.146489,3114127,4536670.937915671,4532575.985889484,3646177.466439449,3643741.915089098,63036962.0,266592646.0
24804.0,2240349.0,1.0,0.9935953481291636,0.0050443861200217,9553.0,74663793.0,129.0,0.9768804356277174,0.0012045006626246,0.9969,0.0001,1025.0,,,129.0,1.0,,,724750920.0,1025.0,0.9768804356277174,0.0012045006626246,0.9961,0.0002,17007.0,55130.94966042648,1.0008429863223154,1527359.967994066,1517888.3577024231,2706.0,311406.24590578687,301256.52046889195,3392.0,12202,18526.0,18526.0,1858.9854600000003,3503830,13165254.827151071,13151766.091733951,17518543.78534961,17494022.904366788,172733093.0,724750920.0
19202.0,212738.0,1.0,0.9911696008577368,0.0013136708330102,124227.0,17574288.0,9.0,0.993830300887592,0.0008868573307899,0.9976,0.0001,129.0,,,9.0,1.0,,,172179936.0,129.0,0.993830300887592,0.0008868573307899,0.9973,0.0001,15845.0,12829.80064785429,1.0031758989358743,1146671.2386152183,1147221.6914751334,8804.0,164475.63150247693,162691.2119270257,6096.0,12212,16242.0,16241.999999999998,1629.846009,3476687,2813421.2609809805,2808503.394511311,1208509.5140101416,1205888.388800325,40540350.0,172179936.0
19816.0,360071.0,1.0,0.9912987532278792,0.0013713606670202,84967.0,27189454.0,17.0,0.9918099722450052,0.0009804528985186,0.9974,0.0001,129.0,,,17.0,1.0,,1.0,203586671.0,129.0,0.9918099722450052,0.0009804528985186,0.9971,0.0001,14041.0,57971.39047673653,1.0006283610406863,1118913.531810833,1118329.3974580867,6325.0,182864.07658442672,180385.2156818949,6301.0,12217,14521.0,14521.0,1457.07853,3506861,3693162.9877251904,3688898.810916043,2632519.815548161,2624752.2914722376,58587933.0,203586671.0
25267.0,868855.0,1.0,0.9911544336570476,0.0017340782558832,43567.0,40052376.0,33.0,0.9845926723335032,0.0011451614283678,0.9972,0.0001,257.0,,,33.0,1.0,,,390435508.0,257.0,0.9845926723335032,0.0011451614283678,0.9967,0.0001,14133.0,29453.25098220101,1.0012674776214876,1124465.576132161,1120895.4379647882,4713.0,256278.4465973221,251837.19476613385,5960.0,12204,14881.0,14880.999999999998,1493.25346,3587362,6827725.206017587,6819437.785530894,6551886.587224199,6544886.208748635,92565272.0,390435508.0
21746.0,746737.0,1.0,0.9827559813587609,0.0018833142030949,35231.0,17713352.0,17.0,0.9680470265717296,0.001462437544232,0.9976,0.0001,513.0,,,17.0,1.0,,,643535582.0,513.0,0.9680470265717296,0.001462437544232,0.9939,0.0003,10952.0,66343.99775752745,1.000454324889874,1125561.5733952185,1128646.637131557,3613.0,79838.80666589402,73712.79756188896,4549.0,12221,12014.0,12014.000000000002,1205.6691790000002,2990678,4185117.350251351,4180570.8500000434,7057160.056975133,7048665.352653621,33228955.0,643535582.0
12820.0,413863.0,1.0,0.9970576118872498,0.0063979634149969,6881.0,60938586.0,257.0,0.9968604850004849,0.0007277557019231,0.9971,0.0002,513.0,,,257.0,1.0,,,97970809.0,513.0,0.9968604850004849,0.0007277557019231,0.9912,0.0026,17843.0,36175.603592945525,0.9983392024119891,507397.0141368597,506012.6670509338,4988.0,71107.38015512258,71751.00003591378,4028.0,16268,18143.0,18143.000000000004,1820.616824,842601,5431780.047910758,5434295.44010511,3124959.0977333263,3124564.1719425027,77436199.0,97970809.0
23092.0,350536.0,1.0,0.9971393421321788,0.0042999904515384,6171.0,62416674.0,257.0,0.9981048097510504,0.0005620189060869,0.9973,0.0002,257.0,,,257.0,1.0,,,100225552.0,257.0,0.9981048097510504,0.0005620189060869,0.9962,0.0013,30389.0,36972.69481846444,0.9972405470607176,456118.4985862295,455458.86752230814,7475.0,83294.92443863527,84177.88317836821,12031.0,16271,30816.0,30816.0,3091.64883,980101,5404236.0596351735,5407100.551015439,1940384.042089852,1942245.120663036,79245499.0,100225552.0
23766.0,357599.0,1.0,0.9971506694243324,0.0042402527528919,6390.0,63988157.0,257.0,0.9981164402857826,0.0005568405267909,0.997,0.0002,257.0,,,257.0,1.0,,,102732454.0,257.0,0.9981164402857826,0.0005568405267909,0.9938,0.0015,31282.0,37896.7881596979,0.9972359889229506,465551.6526353709,464900.6296372951,7707.0,85677.44547517678,86462.40627944736,12400.0,16272,31637.0,31637.000000000004,3174.1558260000006,1003777,5527588.828255631,5530470.968152078,1984582.376736644,1988861.938699836,81243034.0,102732454.0
16251.0,527136.0,1.0,0.9971441770918328,0.0056662824720781,8732.0,77698869.0,257.0,0.996866029999441,0.0006844197894392,0.997,0.0001,513.0,,,257.0,1.0,,,124799730.0,513.0,0.996866029999441,0.0006844197894392,0.9919,0.0023,22684.0,46108.46311802025,0.9983381506998428,645537.4264472208,643813.031351497,6368.0,89681.57174196834,90464.7885669878,5148.0,16269,23144.0,23144.000000000004,2321.979308,1070065,6873301.952463392,6878074.055112287,3940692.1091018566,3947865.0414048345,98729438.0,124799730.0
23711.0,806323.0,1.0,0.9835077501149864,0.0018119840705061,37948.0,19152477.0,17.0,0.96802607911789,0.0014346676312167,0.9974,0.0001,513.0,,,17.0,1.0,,,695731650.0,513.0,0.96802607911789,0.0014346676312167,0.9939,0.0003,11863.0,71738.06302799155,1.000454387829823,1220612.2394415736,1225915.5825595532,3964.0,86737.37891774788,80057.81696722147,4966.0,12222,12993.0,12992.999999999998,1303.876111,3239447,4517032.54234337,4508508.058387148,7670415.796902424,7654666.403245002,35939469.0,695731650.0
3456.0,1005904.0,1.0,0.9978766342106344,0.0484436347318461,464.0,74868717.0,1025.0,0.9906793821393686,0.0011934247916379,0.9946,0.0004,2049.0,,,1025.0,1.0,,,120282438.0,2049.0,0.9906793821393686,0.0011934247916379,0.9975,0.0025,7088.0,44819.398566244745,0.9994432394845923,833217.0287408859,823517.44359519,442.0,124169.56144515229,123794.28914710712,360.0,16275,7537.0,7537.000000000001,756.171862,1130527,7426232.42131969,7432939.346098687,10333713.277382748,10353318.95836936,95587258.0,120282438.0
22551.0,436028.0,1.0,0.9910998889257024,0.001545726212284,98189.0,28735011.0,17.0,0.9907584734747072,0.0009608995038423,0.9975,0.0001,257.0,,,17.0,1.0,,,281325115.0,257.0,0.9907584734747072,0.0009608995038423,0.9972,0.0001,17134.0,21056.27591030867,1.0021149752069023,1134257.6183916216,1133099.5270020012,8937.0,166641.9678462657,164196.02323582387,5861.0,12208,17752.0,17752.0,1781.34006,3192307,4686601.620046826,4680852.096564183,2923359.9624852897,2918017.2370198057,66347390.0,281325115.0
23483.0,1054527.0,1.0,0.9760361956473677,0.0023607985349576,48188.0,21072617.0,17.0,0.960512556956435,0.0015626488206796,0.9972,0.0001,1025.0,,,17.0,1.0,,,760461393.0,1025.0,0.960512556956435,0.0015626488206796,0.9939,0.0003,10381.0,79650.8953982863,1.0003639555726906,1445098.8997556968,1448566.429248603,4093.0,77736.12887235262,71037.969567467,2576.0,12218,11556.0,11556.0,1159.5754899999995,2979462,5197159.82172477,5189653.662608006,10177110.109567592,10166903.241781728,39617739.0,760461393.0
22794.0,299300.0,1.0,0.9968986842521718,0.0049783552409006,8629.0,52268733.0,257.0,0.9985244220981536,0.0005344672082462,0.9974,0.0002,257.0,,,257.0,1.0,,,74251594.0,257.0,0.9985244220981536,0.0005344672082462,0.9969,0.0006,28954.0,35127.80709694834,0.9972385691780792,376065.1493163222,378755.5908040553,7413.0,67535.48946402657,67843.39946483276,10555.0,16242,29298.0,29298.0,2939.4851280000003,788072,5140404.60348221,5124312.749271079,1254866.310911852,1253232.9353878803,60960156.0,74251594.0
12414.0,971139.0,1.0,0.9978242962871596,0.0110909171005946,3735.0,115313344.0,513.0,0.9953032351065552,0.0007595899422893,0.9966,0.0002,1025.0,,,513.0,1.0,,,185099135.0,1025.0,0.9953032351065552,0.0007595899422893,0.9955,0.002,22284.0,68580.52871651294,0.9988930337190048,938685.1111489016,933317.9050261194,3619.0,135631.9302345418,136357.68478471253,2911.0,16276,22930.0,22930.0,2300.4949339999994,1373940,10598815.479192477,10605446.20567306,8545224.234947069,8554202.572400464,146646825.0,185099135.0
3766.0,1314959.0,1.0,0.997963025117749,0.0571621898536777,491.0,78824614.0,1025.0,0.987711330588917,0.0013539739454446,0.9942,0.0004,2049.0,,,1025.0,1.0,,,126642590.0,2049.0,0.987711330588917,0.0013539739454446,0.9952,0.0034,5590.0,48037.96532590322,0.9995847573087728,1062765.116720558,1047383.5040224296,354.0,159697.93008465908,158873.09212971377,290.0,16261,6023.0,6023.0,604.467091,1450371,8132210.133024872,8140821.213399509,13879281.080889553,13906212.62557306,100905100.0,126642590.0
23649.0,1064160.0,1.0,0.9781230938859136,0.0023505420364263,47714.0,21321008.0,17.0,0.9606033984149672,0.00155658915316,0.9974,0.0001,1025.0,,,17.0,1.0,,,768755007.0,1025.0,0.9606033984149672,0.00155658915316,0.9932,0.0004,10457.0,80492.63217240205,1.000364841543349,1457363.418622516,1461124.2970717913,4138.0,78207.59754245673,71410.85373760726,2603.0,12219,11706.0,11706.0,1174.682246,3006316,5220008.12815771,5212939.949447265,10269213.128141718,10249941.096317016,40086066.0,768755007.0
